"Team","Season","Conference","Wins","Losses","Ties","Winning_Pct","Simple_Rating_System","Strength_Of_Schedule","AP_Poll_Preseason_Rank","AP_Poll_Postseason_Rank","AP_Poll_Highest_Rank","SOS","Bowl_Game","AP_High","AP_Post","Coach(es)","Bowl","Bowl_Result","Notes"
"colorado-mines",1912,"RMC",9,1,0,0.9,5,1,"0","0.833","8.97",-4.43,NA,NA,NA,"Erle Kristler (9-1), William Johnston (9-1)","","",""
"colorado-mines",1911,"RMC",2,5,0,0.286,1,5,"0","0.167","-3.6",-2.89,NA,NA,NA," Stuart (2-5)","","",""
"colorado-mines",1910,"RMC",2,4,0,0.333,2,4,"0","0.333","-5.05",0.12,NA,NA,NA," Stuart (2-4)","","",""
"colorado-mines",1909,"Ind",3,3,0,0.5,NA,NA,"Unranked","Unranked","-4.05",-1.05,NA,NA,NA,"","","",""
"colorado-mines",1908,"Ind",2,3,0,0.4,NA,NA,"Unranked","Unranked","-2.73",0.68,NA,NA,NA," Russel (2-3)","","",""
"colorado-mines",1907,"Ind",5,1,0,0.833,NA,NA,"Unranked","Unranked","9.25",-5.25,NA,NA,NA,"","","",""
"colorado-mines",1906,"Ind",3,0,2,0.8,NA,NA,"Unranked","Unranked","2.74",-6.46,NA,NA,NA,"","","",""
"colorado-mines",1905,"Ind",5,0,1,0.917,NA,NA,"Unranked","Unranked","9.93",-4.07,NA,NA,NA,"","","",""
"colorado-mines",1904,"Ind",4,0,1,0.9,NA,NA,"Unranked","Unranked","2.65",-6.35,NA,NA,NA,"","","",""
"colorado-mines",1903,"Ind",3,3,0,0.5,NA,NA,"Unranked","Unranked","6.37",3.7,NA,NA,NA,"","","",""
"colorado-mines",1902,"Ind",4,1,2,0.714,NA,NA,"Unranked","Unranked","-1.37",-6.94,NA,NA,NA,"","","",""
"colorado-state",2021,"MWC",3,9,NA,0.25,2,6,"0","0.25","-6.57",-2.16,NA,NA,NA,"Steve Addazio (3-9)","","",""
"colorado-state",2020,"MWC",1,3,0,0.25,1,3,"0","0.25","-14.31",-2.56,NA,NA,NA,"Steve Addazio (1-3)","","",""
"colorado-state",2019,"MWC",4,8,0,0.333,3,5,"0","0.375","-6.84",-3.59,NA,NA,NA,"Mike Bobo (4-8)","","",""
"colorado-state",2018,"MWC",3,9,0,0.25,2,6,"0","0.25","-12.74",-2.49,NA,NA,NA,"Mike Bobo (3-9)","","",""
"colorado-state",2017,"MWC",7,6,0,0.538,5,3,"0","0.625","-0.87",-4.95,NA,NA,NA,"Mike Bobo (7-6)","New Mexico Bowl","Loss",""
"colorado-state",2016,"MWC",7,6,0,0.538,5,3,"0","0.625","2.52",-1.17,NA,NA,NA,"Mike Bobo (7-6)","Famous Idaho Potato Bowl","Loss",""
"colorado-state",2015,"MWC",7,6,0,0.538,5,3,"0","0.625","-5.09",-5.78,NA,NA,NA,"Mike Bobo (7-6)","Arizona Bowl","Loss",""
"colorado-state",2014,"MWC",10,3,0,0.769,6,2,"0","0.75","5.47",-2.84,NA,21,NA,"Jim McElwain (10-2), Dave Baldwin (0-1)","Las Vegas Bowl","Loss",""
"colorado-state",2013,"MWC",8,6,0,0.571,5,3,"0","0.625","-0.23",-4.81,NA,NA,NA,"Jim McElwain (8-6)","New Mexico Bowl","Win",""
"colorado-state",2012,"MWC",4,8,0,0.333,3,5,"0","0.375","-12.54",-4.21,NA,NA,NA,"Jim McElwain (4-8)","","",""
"colorado-state",2011,"MWC",3,9,0,0.25,1,6,"0","0.143","-12.69",-4.78,NA,NA,NA,"Steve Fairchild (3-9)","","",""
"colorado-state",2010,"MWC",3,9,0,0.25,2,6,"0","0.25","-10.86",0.47,NA,NA,NA,"Steve Fairchild (3-9)","","",""
"colorado-state",2009,"MWC",3,9,0,0.25,0,8,"0","0","-9.14",-1.39,NA,NA,NA,"Steve Fairchild (3-9)","","",""
"colorado-state",2008,"MWC",7,6,0,0.538,4,4,"0","0.5","-3.96",-1.04,NA,NA,NA,"Steve Fairchild (7-6)","New Mexico Bowl","Win",""
"colorado-state",2007,"MWC",3,9,0,0.25,2,6,"0","0.25","-6.15",0.35,NA,NA,NA,"Sonny Lubick (3-9)","","",""
"colorado-state",2006,"MWC",4,8,0,0.333,1,7,"0","0.125","-7.43",-2.34,NA,NA,NA,"Sonny Lubick (4-8)","","",""
"colorado-state",2005,"MWC",6,6,0,0.5,5,3,"0","0.625","-2.76",0.16,NA,NA,NA,"Sonny Lubick (6-6)","Poinsettia Bowl","Loss",""
"colorado-state",2004,"MWC",4,7,0,0.364,3,4,"0","0.429","0.08",3.53,NA,NA,NA,"Sonny Lubick (4-7)","","",""
"colorado-state",2003,"MWC",7,6,0,0.538,4,3,"0","0.571","4.91",1.15,23,23,NA,"Sonny Lubick (7-6)","San Francisco Bowl","Loss",""
"colorado-state",2002,"MWC",10,4,0,0.714,6,1,"0","0.857","5.42",-0.29,NA,16,NA,"Sonny Lubick (10-4)","Liberty Bowl","Loss",""
"colorado-state",2001,"MWC",7,5,0,0.583,5,2,"0","0.714","1.91",-0.25,24,24,NA,"Sonny Lubick (7-5)","New Orleans Bowl","Win",""
"colorado-state",2000,"MWC",10,2,0,0.833,6,1,"0","0.857","7.21",-3.54,NA,14,14,"Sonny Lubick (10-2)","Liberty Bowl","Win",""
"colorado-state",1999,"MWC",8,4,0,0.667,5,2,"0","0.714","5.85",0.35,NA,23,NA,"Sonny Lubick (8-4)","Liberty Bowl","Loss",""
"colorado-state",1998,"WAC",8,4,0,0.667,5,3,"0","0.625","5.76",-1.16,15,15,NA,"Sonny Lubick (8-4)","","",""
"colorado-state",1997,"WAC",11,2,0,0.846,7,1,"0","0.875","11.31",-2.85,NA,17,17,"Sonny Lubick (11-2)","Holiday Bowl","Win","record adjusted to 12-1-0 by NCAA"
"colorado-state",1996,"WAC",7,5,0,0.583,6,2,"0","0.75","2.87",-1.88,NA,NA,NA,"Sonny Lubick (7-5)","","",""
"colorado-state",1995,"WAC",8,4,0,0.667,6,2,"0","0.75","3.13",-1.87,NA,NA,NA,"Sonny Lubick (8-4)","Holiday Bowl","Loss",""
"colorado-state",1994,"WAC",10,2,0,0.833,7,1,"0","0.875","9.05",0.13,NA,10,16,"Sonny Lubick (10-2)","Holiday Bowl","Loss",""
"colorado-state",1993,"WAC",5,6,0,0.455,5,3,"0","0.625","-2.43",1.11,NA,NA,NA,"Sonny Lubick (5-6)","","",""
"colorado-state",1992,"WAC",5,7,0,0.417,3,5,"0","0.375","-6.25",-2.66,NA,NA,NA,"Earle Bruce (5-7)","","",""
"colorado-state",1991,"WAC",3,8,0,0.273,2,6,"0","0.25","-9.52",-2.61,NA,NA,NA,"Earle Bruce (3-8)","","",""
"colorado-state",1990,"WAC",9,4,0,0.692,6,1,"0","0.857","3.42",-2.43,NA,NA,NA,"Earle Bruce (9-4)","Freedom Bowl","Win",""
"colorado-state",1989,"WAC",5,5,1,0.5,4,3,"0","0.571","1.47",1.38,NA,NA,NA,"Earle Bruce (5-5-1)","","",""
"colorado-state",1988,"WAC",1,10,0,0.091,1,7,"0","0.125","-11.13",0.87,NA,NA,NA,"Leon Fuller (1-10)","","",""
"colorado-state",1987,"WAC",1,11,0,0.083,1,7,"0","0.125","-9.36",-0.61,NA,NA,NA,"Leon Fuller (1-11)","","",""
"colorado-state",1986,"WAC",6,5,0,0.545,4,4,"0","0.5","1.49",-0.33,NA,NA,NA,"Leon Fuller (6-5)","","",""
"colorado-state",1985,"WAC",5,7,0,0.417,4,4,"0","0.5","-2",3.17,NA,NA,NA,"Leon Fuller (5-7)","","",""
"colorado-state",1984,"WAC",3,8,0,0.273,3,5,"0","0.375","-6.65",1.62,NA,NA,NA,"Leon Fuller (3-8)","","",""
"colorado-state",1983,"WAC",5,7,0,0.417,4,4,"0","0.5","-8.51",-1.51,NA,NA,NA,"Leon Fuller (5-7)","","",""
"colorado-state",1982,"WAC",4,7,0,0.364,3,5,"0","0.375","-5.07",-0.8,NA,NA,NA,"Leon Fuller (4-7)","","",""
"colorado-state",1981,"WAC",0,12,0,0,0,8,"0","0","-13.01",4.83,NA,NA,NA,"Sarkis Arslanian (0-6), Chester Caddas (0-6)","","",""
"colorado-state",1980,"WAC",6,4,1,0.591,5,1,"1","0.786","-1.71",0.11,NA,NA,NA,"Sarkis Arslanian (6-4-1)","","",""
"colorado-state",1979,"WAC",4,7,1,0.375,3,4,"0","0.429","-3.46",1.87,NA,NA,NA,"Sarkis Arslanian (4-7-1)","","",""
"colorado-state",1978,"WAC",5,6,0,0.455,2,4,"0","0.333","-5.73",-3.37,NA,NA,NA,"Sarkis Arslanian (5-6)","","",""
"colorado-state",1977,"WAC",9,2,1,0.792,5,2,"0","0.714","6.68",-1.23,NA,NA,NA,"Sarkis Arslanian (9-2-1)","","",""
"colorado-state",1976,"WAC",6,5,0,0.545,2,4,"0","0.333","-3.85",-5.85,NA,NA,NA,"Sarkis Arslanian (6-5)","","",""
"colorado-state",1975,"WAC",6,5,0,0.545,4,2,"0","0.667","-0.09",3.28,NA,NA,NA,"Sarkis Arslanian (6-5)","","",""
"colorado-state",1974,"WAC",4,6,1,0.409,2,3,"1","0.417","-1.66",-1.2,NA,NA,NA,"Sarkis Arslanian (4-6-1)","","",""
"colorado-state",1973,"WAC",5,6,0,0.455,2,4,"0","0.333","-6.93",-1.48,NA,NA,NA,"Sarkis Arslanian (5-6)","","",""
"colorado-state",1972,"WAC",1,10,0,0.091,1,4,"0","0.2","-21.14",-1.87,NA,NA,NA,"Jerry Wampfler (1-10)","","",""
"colorado-state",1971,"WAC",3,8,0,0.273,1,4,"0","0.2","-8.87",-2.42,NA,NA,NA,"Jerry Wampfler (3-8)","","",""
"colorado-state",1970,"WAC",4,7,0,0.364,1,3,"0","0.25","-3.12",0.97,NA,NA,NA,"Jerry Wampfler (4-7)","","",""
"colorado-state",1969,"WAC",4,6,0,0.4,0,4,"0","0","-5.3",-2.4,NA,NA,NA,"Milo Lude (4-6)","","",""
"colorado-state",1968,"WAC",2,8,0,0.2,1,2,"0","0.333","-14.31",-3.51,NA,NA,NA,"Milo Lude (2-8)","","",""
"colorado-state",1967,"Ind",4,5,1,0.45,NA,NA,"Unranked","Unranked","0.03",-0.87,NA,NA,NA,"Milo Lude (4-5-1)","","",""
"colorado-state",1966,"Ind",7,3,0,0.7,NA,NA,"Unranked","Unranked","7.1",-0.9,NA,NA,NA,"Milo Lude (7-3)","","",""
"colorado-state",1965,"Ind",4,6,0,0.4,NA,NA,"Unranked","Unranked","-6.24",-2.94,NA,NA,NA,"Milo Lude (4-6)","","",""
"colorado-state",1964,"Ind",5,6,0,0.455,NA,NA,"Unranked","Unranked","-7.42",-2.15,NA,NA,NA,"Milo Lude (5-6)","","",""
"colorado-state",1963,"Ind",3,7,0,0.3,NA,NA,"Unranked","Unranked","-16.22",-5.32,NA,NA,NA,"Milo Lude (3-7)","","",""
"colorado-state",1962,"Ind",0,10,0,0,NA,NA,"Unranked","Unranked","-18.48",-0.08,NA,NA,NA,"Milo Lude (0-10)","","",""
"colorado-state",1961,"Skyline",0,10,0,0,0,6,"0","0","-16.55",-2.25,NA,NA,NA,"Tuffy Mullison (0-10)","","",""
"colorado-state",1960,"Skyline",2,8,0,0.2,1,6,"0","0.143","-14.49",-2.29,NA,NA,NA,"Tuffy Mullison (2-8)","","",""
"colorado-state",1959,"Skyline",6,4,0,0.6,5,2,"0","0.714","-5.95",-4.75,NA,NA,NA,"Tuffy Mullison (6-4)","","",""
"colorado-state",1958,"Skyline",6,4,0,0.6,4,3,"0","0.571","-0.58",-5.58,NA,NA,NA,"Tuffy Mullison (6-4)","","",""
"colorado-state",1957,"Skyline",3,7,0,0.3,2,5,"0","0.286","-18.22",-9.82,NA,NA,NA,"Tuffy Mullison (3-7)","","",""
"colorado-state",1956,"Skyline",2,7,1,0.25,2,4,"1","0.357","-20.01",-8.21,NA,NA,NA,"Tuffy Mullison (2-7-1)","","",""
"colorado-state",1955,"Skyline",8,2,0,0.8,6,1,"0","0.857","2.73",-4.17,NA,NA,NA,"Robert Davis (8-2)","","",""
"colorado-state",1954,"Skyline",3,7,0,0.3,3,4,"0","0.429","-14.88",-5.18,NA,NA,NA,"Robert Davis (3-7)","","",""
"colorado-state",1953,"Skyline",4,5,0,0.444,3,4,"0","0.429","-1.22",-1.44,NA,NA,NA,"Robert Davis (4-5)","","",""
"colorado-state",1952,"Skyline",6,4,0,0.6,5,2,"0","0.714","-1.26",-6.86,NA,NA,NA,"Robert Davis (6-4)","","",""
"colorado-state",1951,"Skyline",5,4,1,0.55,3,3,"1","0.5","-1.02",-5.22,NA,NA,NA,"Robert Davis (5-4-1)","","",""
"colorado-state",1950,"Skyline",6,3,0,0.667,4,1,"0","0.8","1.02",-6.21,NA,NA,NA,"Robert Davis (6-3)","","",""
"colorado-state",1949,"Skyline",9,1,0,0.9,4,1,"0","0.8","-1.34",-12.34,NA,NA,NA,"Robert Davis (9-1)","","",""
"colorado-state",1948,"Skyline",8,3,0,0.727,4,1,"0","0.8","-1.68",-10.05,NA,NA,NA,"Robert Davis (8-3)","Raisin Bowl","Loss",""
"colorado-state",1947,"MSAC",5,4,1,0.55,2,3,"1","0.417","-9.96",-9.46,NA,NA,NA,"Robert Davis (5-4-1)","","",""
"colorado-state",1946,"MSAC",2,7,0,0.222,1,5,"0","0.167","-21.91",-10.91,NA,NA,NA,"Julius Wagner (2-7)","","",""
"colorado-state",1945,"MSAC",2,5,1,0.313,0,4,"0","0","-13.85",-5.85,NA,NA,NA,"Julius Wagner (2-5-1)","","",""
"colorado-state",1942,"MSAC",4,3,0,0.571,2,3,"0","0.4","-3.69",-3.55,NA,NA,NA,"Julius Wagner (4-3)","","",""
"colorado-state",1941,"MSAC",4,2,1,0.643,3,2,"1","0.583","-4.34",-9.34,NA,NA,NA,"Harry Hughes (4-2-1)","","",""
"colorado-state",1940,"MSAC",3,4,2,0.444,1,3,"2","0.333","-11.52",-7.52,NA,NA,NA,"Harry Hughes (3-4-2)","","",""
"colorado-state",1939,"MSAC",2,7,0,0.222,2,4,"0","0.333","-11.47",-6.91,NA,NA,NA,"Harry Hughes (2-7)","","",""
"colorado-state",1938,"MSAC",1,5,2,0.25,0,4,"2","0.167","-12.62",-4.49,NA,NA,NA,"Harry Hughes (1-5-2)","","",""
"colorado-state",1937,"RMC",1,7,0,0.125,1,6,"0","0.143","-20.18",-6.68,NA,NA,NA,"Harry Hughes (1-7)","","",""
"colorado-state",1936,"RMC",4,4,1,0.5,3,4,"1","0.438","-2.72",-2.05,NA,NA,NA,"Harry Hughes (4-4-1)","","",""
"colorado-state",1935,"RMC",3,4,1,0.438,2,4,"1","0.357","-6.25",-4.75,NA,NA,NA,"Harry Hughes (3-4-1)","","",""
"colorado-state",1934,"RMC",6,2,1,0.722,6,1,"1","0.813","4.96",-2.37,NA,NA,NA,"Harry Hughes (6-2-1)","","",""
"colorado-state",1933,"RMC",5,1,1,0.786,5,1,"1","0.786","-1.6",-9.6,NA,NA,NA,"Harry Hughes (5-1-1)","","",""
"colorado-state",1932,"RMC",4,3,1,0.563,4,3,"1","0.563","1.65",-2.85,NA,NA,NA,"Harry Hughes (4-3-1)","","",""
"colorado-state",1931,"RMC",5,4,0,0.556,5,2,"0","0.714","1.07",-1.82,NA,NA,NA,"Harry Hughes (5-4)","","",""
"colorado-state",1930,"RMC",3,5,1,0.389,3,3,"1","0.5","-8.1",-5.43,NA,NA,NA,"Harry Hughes (3-5-1)","","",""
"colorado-state",1929,"RMC",5,4,0,0.556,4,4,"0","0.5","1.29",-1.15,NA,NA,NA,"Harry Hughes (5-4)","","",""
"colorado-state",1928,"RMC",6,2,0,0.75,6,2,"0","0.75","8.3",-2.08,NA,NA,NA,"Harry Hughes (6-2)","","",""
"colorado-state",1927,"RMC",7,1,0,0.875,7,1,"0","0.875","7.95",-7.17,NA,NA,NA,"Harry Hughes (7-1)","","",""
"colorado-state",1926,"RMC",6,2,1,0.722,5,2,"0","0.714","0.37",-7.19,NA,NA,NA,"Harry Hughes (6-2-1)","","",""
"colorado-state",1925,"RMC",9,1,0,0.9,8,0,"0","1","7",-6.5,NA,NA,NA,"Harry Hughes (9-1)","","",""
"colorado-state",1924,"RMC",4,2,0,0.667,4,2,"0","0.667","2.26",-2.24,NA,NA,NA,"Harry Hughes (4-2)","","",""
"colorado-state",1923,"RMC",5,2,1,0.688,5,1,"1","0.786","12.42",3.42,NA,NA,NA,"Harry Hughes (5-2-1)","","",""
"colorado-state",1922,"RMC",5,2,1,0.688,5,1,"1","0.786","6.15",-5.35,NA,NA,NA,"Harry Hughes (5-2-1)","","",""
"colorado-state",1921,"RMC",2,3,1,0.417,2,2,"1","0.5","-2.42",-1.92,NA,NA,NA,"Harry Hughes (2-3-1)","","",""
"colorado-state",1920,"RMC",6,1,1,0.813,6,0,"1","0.929","11.04",-3.09,NA,NA,NA,"Harry Hughes (6-1-1)","","",""
"colorado-state",1919,"RMC",7,1,0,0.875,7,1,"0","0.875","6.25",-10,NA,NA,NA,"Harry Hughes (7-1)","","",""
"colorado-state",1918,"RMC",0,2,0,0,0,2,"0","0","-19.96",-9.46,NA,NA,NA,"Harry Hughes (0-2)","","",""
"colorado-state",1917,"RMC",0,7,1,0.063,0,7,"0","0","-14.2",-3.45,NA,NA,NA,"Harry Hughes (0-7-1)","","",""
"colorado-state",1916,"RMC",6,0,1,0.929,6,0,"1","0.929","9.45",-3.12,NA,NA,NA,"Harry Hughes (6-0-1)","","",""
"colorado-state",1915,"RMC",7,0,0,1,7,0,"0","1","17.99",-1.44,NA,NA,NA,"Harry Hughes (7-0)","","",""
"colorado-state",1914,"RMC",3,4,0,0.429,3,3,"0","0.5","2.5",2.5,NA,NA,NA,"Harry Hughes (3-4)","","",""
"colorado-state",1913,"RMC",3,2,0,0.6,2,2,"0","0.5","-3.23",-10.23,NA,NA,NA,"Harry Hughes (3-2)","","",""
"colorado-state",1912,"RMC",3,2,0,0.6,3,2,"0","0.6","2.5",-2.5,NA,NA,NA,"Harry Hughes (3-2)","","",""
"colorado-state",1911,"RMC",0,6,0,0,0,5,"0","0","-24.68",-0.68,NA,NA,NA,"Harry Hughes (0-6)","","",""
"colorado-state",1910,"RMC",0,5,0,0,0,5,"0","0","-15.78",1.62,NA,NA,NA,"George Cassidy (0-5)","","",""
"colorado-state",1905,"Ind",3,4,0,0.429,NA,NA,"Unranked","Unranked","-5.04",-2.33,NA,NA,NA,"John McIntosh (3-4)","","",""
"colorado-state",1904,"Ind",0,4,1,0.1,NA,NA,"Unranked","Unranked","-16.86",-2.26,NA,NA,NA,"John McIntosh (0-4-1)","","",""
"colorado-state",1903,"Ind",6,1,0,0.857,NA,NA,"Unranked","Unranked","7.5",-0.08,NA,NA,NA,"Matt Rothwell (6-1)","","",""
"colorado-state",1902,"Ind",1,3,2,0.333,NA,NA,"Unranked","Unranked","-8.21",-5.21,NA,NA,NA,"Clarence Griffith (1-3-2)","","",""
"columbia",1981,"Ivy",1,9,0,0.1,1,6,"0","0.143","-26.3",-15.2,NA,NA,NA,"Bob Naso (1-9)","","",""
"columbia",1980,"Ivy",1,9,0,0.1,0,7,"0","0","-29.33",-13.43,NA,NA,NA,"Bob Naso (1-9)","","",""
"columbia",1979,"Ivy",1,8,0,0.111,1,6,"0","0.143","-29.15",-14.93,NA,NA,NA,"William Campbell (1-8)","","",""
"columbia",1978,"Ivy",3,5,1,0.389,2,4,"1","0.357","-15.02",-8.58,NA,NA,NA,"William Campbell (3-5-1)","","",""
"columbia",1977,"Ivy",2,7,0,0.222,1,6,"0","0.143","-14.33",-6.22,NA,NA,NA,"William Campbell (2-7)","","",""
"columbia",1976,"Ivy",3,6,0,0.333,2,5,"0","0.286","-12.31",-3.64,NA,NA,NA,"William Campbell (3-6)","","",""
"columbia",1975,"Ivy",2,7,0,0.222,2,5,"0","0.286","-15.49",-6.27,NA,NA,NA,"William Campbell (2-7)","","",""
"columbia",1974,"Ivy",1,8,0,0.111,0,7,"0","0","-21.53",-4.64,NA,NA,NA,"William Campbell (1-8)","","",""
"columbia",1973,"Ivy",1,7,1,0.167,1,6,"0","0.143","-26.27",-9.16,NA,NA,NA,"Frank Navarro (1-7-1)","","",""
"columbia",1972,"Ivy",3,5,1,0.389,2,4,"1","0.357","-1.33",-0.77,NA,NA,NA,"Frank Navarro (3-5-1)","","",""
"columbia",1971,"Ivy",6,3,0,0.667,5,2,"0","0.714","-3.5",-7.83,NA,NA,NA,"Frank Navarro (6-3)","","",""
"columbia",1970,"Ivy",3,6,0,0.333,1,6,"0","0.143","-5.32",-1.32,NA,NA,NA,"Frank Navarro (3-6)","","",""
"columbia",1969,"Ivy",1,8,0,0.111,1,6,"0","0.143","-19.99",-7.88,NA,NA,NA,"Frank Navarro (1-8)","","",""
"columbia",1968,"Ivy",2,7,0,0.222,2,5,"0","0.286","-11.04",-3.04,NA,NA,NA,"Frank Navarro (2-7)","","",""
"columbia",1967,"Ivy",2,7,0,0.222,0,7,"0","0","-16.64",-7.64,NA,NA,NA,"Aldo Donelli (2-7)","","",""
"columbia",1966,"Ivy",2,7,0,0.222,2,5,"0","0.286","-16.03",-2.92,NA,NA,NA,"Aldo Donelli (2-7)","","",""
"columbia",1965,"Ivy",2,7,0,0.222,1,6,"0","0.143","-19.33",-8.55,NA,NA,NA,"Aldo Donelli (2-7)","","",""
"columbia",1964,"Ivy",2,6,1,0.278,1,5,"1","0.214","-10.4",-5.51,NA,NA,NA,"Aldo Donelli (2-6-1)","","",""
"columbia",1963,"Ivy",4,4,1,0.5,2,4,"1","0.357","-4.32",-7.21,NA,NA,NA,"Aldo Donelli (4-4-1)","","",""
"columbia",1962,"Ivy",5,4,0,0.556,4,3,"0","0.571","-16.41",-11.53,NA,NA,NA,"Aldo Donelli (5-4)","","",""
"columbia",1961,"Ivy",6,3,0,0.667,6,1,"0","0.857","-2.06",-11.62,NA,NA,NA,"Aldo Donelli (6-3)","","",""
"columbia",1960,"Ivy",3,6,0,0.333,3,4,"0","0.429","-13.31",-7.09,NA,NA,NA,"Aldo Donelli (3-6)","","",""
"columbia",1959,"Ivy",2,7,0,0.222,1,6,"0","0.143","-17.07",-6.18,NA,NA,NA,"Aldo Donelli (2-7)","","",""
"columbia",1958,"Ivy",1,8,0,0.111,1,6,"0","0.143","-24.26",-5.04,NA,NA,NA,"Aldo Donelli (1-8)","","",""
"columbia",1957,"Ivy",1,8,0,0.111,1,6,"0","0.143","-20.08",-5.75,NA,NA,NA,"Aldo Donelli (1-8)","","",""
"columbia",1956,"Ivy",3,6,0,0.333,2,5,"0","0.286","-16.58",-6.69,NA,NA,NA,"Lou Little (3-6)","","",""
"columbia",1955,"Ind",1,8,0,0.111,NA,NA,"Unranked","Unranked","-19.75",-6.31,NA,NA,NA,"Lou Little (1-8)","","",""
"columbia",1954,"Ind",1,8,0,0.111,NA,NA,"Unranked","Unranked","-16.24",0.98,NA,NA,NA,"Lou Little (1-8)","","",""
"columbia",1953,"Ind",4,5,0,0.444,NA,NA,"Unranked","Unranked","-8.94",-6.17,NA,NA,NA,"Lou Little (4-5)","","",""
"columbia",1952,"Ind",2,6,1,0.278,NA,NA,"Unranked","Unranked","-5.67",1.34,NA,NA,NA,"Lou Little (2-6-1)","","",""
"columbia",1951,"Ind",5,3,0,0.625,NA,NA,"Unranked","Unranked","4.23",-0.65,NA,NA,NA,"Lou Little (5-3)","","",""
"columbia",1950,"Ind",4,5,0,0.444,NA,NA,"Unranked","Unranked","0.88",1.77,NA,NA,NA,"Lou Little (4-5)","","",""
"columbia",1949,"Ind",2,7,0,0.222,NA,NA,"Unranked","Unranked","-9.37",3.85,NA,NA,NA,"Lou Little (2-7)","","",""
"columbia",1948,"Ind",4,5,0,0.444,NA,NA,"Unranked","Unranked","5.2",3.98,NA,NA,NA,"Lou Little (4-5)","","",""
"columbia",1947,"Ind",7,2,0,0.778,NA,NA,"Unranked","Unranked","12.79",5.79,NA,11,20,"Lou Little (7-2)","","",""
"columbia",1946,"Ind",6,3,0,0.667,NA,NA,"Unranked","Unranked","11.34",7.79,NA,11,NA,"Lou Little (6-3)","","",""
"columbia",1945,"Ind",8,1,0,0.889,NA,NA,"Unranked","Unranked","13.9",-1.21,NA,10,20,"Lou Little (8-1)","","",""
"columbia",1944,"Ind",2,6,0,0.25,NA,NA,"Unranked","Unranked","-5.15",1.23,NA,NA,NA,"Lou Little (2-6)","","",""
"columbia",1943,"Ind",0,8,0,0,NA,NA,"Unranked","Unranked","-15.69",6.31,NA,NA,NA,"Lou Little (0-8)","","",""
"columbia",1942,"Ind",3,6,0,0.333,NA,NA,"Unranked","Unranked","-3.62",-0.4,NA,NA,NA,"Lou Little (3-6)","","",""
"columbia",1941,"Ind",3,5,0,0.375,NA,NA,"Unranked","Unranked","5.22",8.34,NA,20,NA,"Lou Little (3-5)","","",""
"columbia",1940,"Ind",5,2,2,0.667,NA,NA,"Unranked","Unranked","6.4",4.29,NA,20,NA,"Lou Little (5-2-2)","","",""
"columbia",1939,"Ind",2,4,2,0.375,NA,NA,"Unranked","Unranked","6.61",8.98,NA,NA,NA,"Lou Little (2-4-2)","","",""
"columbia",1938,"Ind",3,6,0,0.333,NA,NA,"Unranked","Unranked","3.17",4.72,NA,NA,NA,"Lou Little (3-6)","","",""
"columbia",1937,"Ind",2,5,2,0.333,NA,NA,"Unranked","Unranked","4.13",5.8,NA,NA,NA,"Lou Little (2-5-2)","","",""
"columbia",1936,"Ind",5,3,0,0.625,NA,NA,"Unranked","Unranked","5.99",-0.01,NA,NA,NA,"Lou Little (5-3)","","",""
"columbia",1935,"Ind",4,4,1,0.5,NA,NA,"Unranked","Unranked","-4.67",-2.67,NA,NA,NA,"Lou Little (4-4-1)","","",""
"columbia",1934,"Ind",7,1,0,0.875,NA,NA,"Unranked","Unranked","12.73",2.36,NA,NA,NA,"Lou Little (7-1)","","",""
"columbia",1933,"Ind",8,1,0,0.889,NA,NA,"Unranked","Unranked","13.92",3.03,NA,NA,NA,"Lou Little (8-1)","Rose Bowl","Win",""
"columbia",1932,"Ind",7,1,1,0.833,NA,NA,"Unranked","Unranked","9.97",-2.03,NA,NA,NA,"Lou Little (7-1-1)","","",""
"columbia",1931,"Ind",7,1,1,0.833,NA,NA,"Unranked","Unranked","11.71",-1.84,NA,NA,NA,"Lou Little (7-1-1)","","",""
"columbia",1930,"Ind",5,4,0,0.556,NA,NA,"Unranked","Unranked","1.47",-0.64,NA,NA,NA,"Lou Little (5-4)","","",""
"columbia",1929,"Ind",4,5,0,0.444,NA,NA,"Unranked","Unranked","1.36",-0.19,NA,NA,NA,"Charles Crowley (4-5)","","",""
"columbia",1928,"Ind",5,3,1,0.611,NA,NA,"Unranked","Unranked","0.15",-4.63,NA,NA,NA,"Charles Crowley (5-3-1)","","",""
"columbia",1927,"Ind",5,2,2,0.667,NA,NA,"Unranked","Unranked","2.3",-5.15,NA,NA,NA,"Charles Crowley (5-2-2)","","",""
"columbia",1926,"Ind",6,3,0,0.667,NA,NA,"Unranked","Unranked","5.72",-0.17,NA,NA,NA,"Charles Crowley (6-3)","","",""
"columbia",1925,"Ind",6,3,1,0.65,NA,NA,"Unranked","Unranked","6.25",-4.46,NA,NA,NA,"Charles Crowley (6-3-1)","","",""
"columbia",1924,"Ind",5,3,1,0.611,NA,NA,"Unranked","Unranked","8.48",-1.74,NA,NA,NA,"Paul Withington (5-3-1), Percy Haughton (5-3-1)","","",""
"columbia",1923,"Ind",4,4,1,0.5,NA,NA,"Unranked","Unranked","-6.3",-3.85,NA,NA,NA,"Percy Haughton (4-4-1)","","",""
"columbia",1922,"Ind",5,4,0,0.556,NA,NA,"Unranked","Unranked","-3.26",-2.92,NA,NA,NA,"Buck O'Neill (5-4)","","",""
