"Team","Season","Conference","Type","Games","Pass_Comp","Pass_Att","Pass_Pct","Pass_Yds","Pass_TD","Rush_Att","Rush_Yds","Rush_Avg","Rush_TD","Total_Plays","Total_Yds","Yards_Per_Play","Pass_First_Down","Rush_First_Down","Penalty_First_Down","Total_First_Down","Penalties","Penalty_Yards","Fumbles","Interceptions","Turnovers"
"central-michigan",1980,"MAC","Offense",11,6.6,12.9,51.4,95.5,0.8,55.7,233.9,4.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1980,"MAC","Defense",11,13.1,25.6,51.1,135.9,0.5,47.1,141.3,3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1980,"MAC","Difference",0,-6.5,-12.7,0.3,-40.4,0.3,8.6,92.6,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1979,"MAC","Offense",11,8.7,14.5,60.4,133.4,0.9,67.4,289.4,4.3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1979,"MAC","Defense",11,11.4,22.1,51.4,129.3,0.5,40.5,111.3,2.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1979,"MAC","Difference",0,-2.7,-7.6,9,4.1,0.4,26.9,178.1,1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1978,"MAC","Offense",11,6.5,13.5,48.6,99.5,0.5,63.5,274.4,4.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1978,"MAC","Defense",11,7.4,19.5,37.7,101,0.5,47.5,139.5,2.9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1978,"MAC","Difference",0,-0.9,-6,10.9,-1.5,0,16,134.9,1.4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1977,"MAC","Offense",11,6.3,13.7,45.7,100.4,0.7,66.5,292.1,4.4,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1977,"MAC","Defense",11,7.7,17.8,43.4,110.3,0.5,43.2,109.9,2.5,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1977,"MAC","Difference",0,-1.4,-4.1,2.3,-9.9,0.2,23.3,182.2,1.9,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1976,"MAC","Offense",11,5.2,11.3,46,88,0.5,62.5,224.2,3.6,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1976,"MAC","Defense",11,7.5,17.6,42.8,111.2,1.1,48.3,168,3.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1976,"MAC","Difference",0,-2.3,-6.3,3.2,-23.2,-0.6,14.2,56.2,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1975,"MAC","Offense",11,4,10.2,39.3,61.5,0.5,67.3,328.5,4.9,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1975,"MAC","Defense",11,8.7,17.3,50.5,115.9,0.7,39.5,90.3,2.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1975,"MAC","Difference",0,-4.7,-7.1,-11.2,-54.4,-0.2,27.8,238.2,2.6,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"charlotte",2021,"CUSA","Offense",12,20.6,32.8,62.7,253.7,2.3,35.6,150.7,4.2,1.1,68.4,404.3,5.9,11.6,8.2,2.4,22.2,6.5,53.4,0.8,0.8,1.7
"charlotte",2021,"CUSA","Defense",12,17.4,27,64.5,260.8,2.3,37.9,204.5,5.4,2.3,64.9,465.3,7.2,11.2,10,1.3,22.4,7.6,66.1,0.5,0.7,1.2
"charlotte",2021,"CUSA","Difference",0,3.2,5.8,-1.8,-7.1,0,-2.3,-53.8,-1.2,-1.2,3.5,-61,-1.3,0.4,-1.8,1.1,-0.2,-1.1,-12.7,0.3,0.1,0.5
"charlotte",2020,"CUSA","Offense",6,16.3,29.8,54.7,222.8,1.7,39.5,154.8,3.9,1.8,69.3,377.7,5.4,9.8,8.5,1.5,19.8,7,61.7,0.7,0.3,1
"charlotte",2020,"CUSA","Defense",6,15.8,27.5,57.6,205.5,1.7,36.5,214,5.9,2.3,64,419.5,6.6,9.5,9.7,2,21.2,4.8,37,0.5,0.8,1.3
"charlotte",2020,"CUSA","Difference",0,0.5,2.3,-2.9,17.3,0,3,-59.2,-2,-0.5,5.3,-41.8,-1.2,0.3,-1.2,-0.5,-1.4,2.2,24.7,0.2,-0.5,-0.3
"charlotte",2019,"CUSA","Offense",13,15,24.6,60.9,211.5,1.8,40.5,203.8,5,2,65.1,415.2,6.4,9.2,9.9,1.7,20.8,5.2,45.7,0.3,1.1,1.4
"charlotte",2019,"CUSA","Defense",13,15,24.2,62.1,189,1.8,39.2,192.1,4.9,2.1,63.3,381.1,6,8.3,9.7,1.4,19.4,5.8,56.8,0.5,0.7,1.2
"charlotte",2019,"CUSA","Difference",0,0,0.4,-1.2,22.5,0,1.3,11.7,0.1,-0.1,1.8,34.1,0.4,0.9,0.2,0.3,1.4,-0.6,-11.1,-0.2,0.4,0.2
"charlotte",2018,"CUSA","Offense",12,15.2,25.3,60.1,180.5,0.8,43.8,162.7,3.7,1.5,69,343.2,5,7.9,9.8,1.8,19.8,5.3,47.1,0.6,0.7,1.3
"charlotte",2018,"CUSA","Defense",12,18.3,27.7,66,231.7,1.7,30.6,105.4,3.4,1.4,58.3,337.1,5.8,9.7,5.3,1.4,16.4,4.5,41.8,0.6,0.8,1.3
"charlotte",2018,"CUSA","Difference",0,-3.1,-2.4,-5.9,-51.2,-0.9,13.2,57.3,0.3,0.1,10.7,6.1,-0.8,-1.8,4.5,0.4,3.4,0.8,5.3,0,-0.1,0
"charlotte",2017,"CUSA","Offense",12,12.2,26,46.8,136.9,0.8,35.7,166.3,4.7,1.1,61.7,303.2,4.9,5.8,7.1,1,13.9,6.5,65,0.3,1.3,1.7
"charlotte",2017,"CUSA","Defense",12,21.3,30.8,69.1,248.8,1.5,43.1,205.7,4.8,2.2,73.8,454.4,6.2,11.2,11,1.3,23.5,5,41.7,0.8,0.2,0.9
"charlotte",2017,"CUSA","Difference",0,-9.1,-4.8,-22.3,-111.9,-0.7,-7.4,-39.4,-0.1,-1.1,-12.1,-151.2,-1.3,-5.4,-3.9,-0.3,-9.6,1.5,23.3,-0.5,1.1,0.8
"charlotte",2016,"CUSA","Offense",12,17.8,34.4,51.8,192.8,1.4,40.3,176.8,4.4,1.5,74.8,369.5,4.9,8.5,8.8,2.4,19.8,7.3,68.2,0.8,0.5,1.3
"charlotte",2016,"CUSA","Defense",12,25.8,41.3,62.5,309.8,2.4,33.8,143.4,4.2,2,75.2,453.3,6,14.1,7.9,2.2,24.2,7.4,66.7,0.6,1.3,1.9
"charlotte",2016,"CUSA","Difference",0,-8,-6.9,-10.7,-117,-1,6.5,33.4,0.2,-0.5,-0.4,-83.8,-1.1,-5.6,0.9,0.2,-4.4,-0.1,1.5,0.2,-0.8,-0.6
"charlotte",2015,"CUSA","Offense",12,16.3,31.3,52.3,173.5,1,46.9,163.6,3.5,0.8,78.2,337.1,4.3,8,10.3,1.3,19.5,5.3,54.9,0.9,1.9,2.8
"charlotte",2015,"CUSA","Defense",12,19.9,33.8,58.9,229,2.1,41.8,193,4.6,1.8,75.6,422,5.6,9.5,9.7,2.1,21.3,6.1,54.7,1,0.8,1.8
"charlotte",2015,"CUSA","Difference",0,-3.6,-2.5,-6.6,-55.5,-1.1,5.1,-29.4,-1.1,-1,2.6,-84.9,-1.3,-1.5,0.6,-0.8,-1.8,-0.8,0.2,-0.1,1.1,1
"chattanooga",1981,"Southern","Offense",11,13.5,27.3,49.3,189.9,1.3,41,145.8,3.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1981,"Southern","Defense",11,15.4,29.3,52.5,180.4,0.9,42.1,130.4,3.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1981,"Southern","Difference",0,-1.9,-2,-3.2,9.5,0.4,-1.1,15.4,0.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1980,"Southern","Offense",11,10.4,20.3,51.1,187.4,1.6,47.1,226.6,4.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1980,"Southern","Defense",11,10.2,22.3,45.7,117.2,0.7,45.7,175,3.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1980,"Southern","Difference",0,0.2,-2,5.4,70.2,0.9,1.4,51.6,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1979,"Southern","Offense",11,7.8,16.3,48,146.6,1.4,53.3,266,5,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1979,"Southern","Defense",11,13,28.3,46,175.2,1.3,44.9,129.8,2.9,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1979,"Southern","Difference",0,-5.2,-12,2,-28.6,0.1,8.4,136.2,2.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1978,"Southern","Offense",11,8.5,16.5,51.9,160.5,1.6,55.1,241.1,4.4,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1978,"Southern","Defense",11,12.2,25.5,47.9,161.8,1.1,42.2,99.8,2.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1978,"Southern","Difference",0,-3.7,-9,4,-1.3,0.5,12.9,141.3,2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1977,"Southern","Offense",11,5.3,11.1,47.5,85.1,0.6,60,302.9,5,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1977,"Southern","Defense",11,9.6,20.1,48,131.5,1.4,50.3,145.2,2.9,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1977,"Southern","Difference",0,-4.3,-9,-0.5,-46.4,-0.8,9.7,157.7,2.1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1976,"Ind","Offense",11,8.3,17.4,47.6,98.5,0.5,47.7,171.8,3.6,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1976,"Ind","Defense",11,11.2,22.4,50,148.4,0.5,48.5,156.1,3.2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1976,"Ind","Difference",0,-2.9,-5,-2.4,-49.9,0,-0.8,15.7,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1975,"Ind","Offense",11,6.7,15.5,43.5,94,0.5,52.5,209.3,4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1975,"Ind","Defense",11,9.2,20.1,45.7,125.9,0.6,45.3,126.2,2.8,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1975,"Ind","Difference",0,-2.5,-4.6,-2.2,-31.9,-0.1,7.2,83.1,1.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1974,"Ind","Offense",11,7.6,18.9,40.4,109.1,0.3,50.4,147,2.9,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1974,"Ind","Defense",11,7.5,18.4,40.6,121.5,1.2,43.2,157.4,3.6,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1974,"Ind","Difference",0,0.1,0.5,-0.2,-12.4,-0.9,7.2,-10.4,-0.7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1973,"Ind","Offense",11,11.6,24.5,47.6,165.8,1,40.7,79.8,2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1973,"Ind","Defense",11,9.6,19.9,48.4,131.6,0.9,48.2,181.5,3.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1973,"Ind","Difference",0,2,4.6,-0.8,34.2,0.1,-7.5,-101.7,-1.8,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1972,"Ind","Offense",11,10.9,25.9,42.1,121.7,0.2,40,111.4,2.8,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1972,"Ind","Defense",11,8.6,20,43.2,131.6,0.8,53.2,212.1,4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1972,"Ind","Difference",0,2.3,5.9,-1.1,-9.9,-0.6,-13.2,-100.7,-1.2,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1971,"Ind","Offense",11,14.6,31.5,46.5,201.1,1.7,39.8,121.5,3.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1971,"Ind","Defense",11,10.6,22,48.3,144.2,1.5,51.1,236,4.6,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chattanooga",1971,"Ind","Difference",0,4,9.5,-1.8,56.9,0.2,-11.3,-114.5,-1.5,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cincinnati",2021,"American","Offense",14,18.4,28.6,64.3,241.2,2.1,32.9,172.9,5.3,2.4,61.4,414.1,6.7,10.1,8.7,1,19.8,7.3,54.2,0.7,0.6,1.4
"cincinnati",2021,"American","Defense",14,15.9,29.5,54,169.2,0.9,41.6,149.1,3.6,1,71.1,318.4,4.5,8.6,8.9,1.7,19.1,6.5,48.6,1,1.4,2.4
"cincinnati",2021,"American","Difference",0,2.5,-0.9,10.3,72,1.2,-8.7,23.8,1.7,1.4,-9.7,95.7,2.2,1.5,-0.2,-0.7,0.7,0.8,5.6,-0.3,-0.8,-1
"cincinnati",2020,"American","Offense",10,19.7,29.5,66.8,238.6,2,38.1,212.4,5.6,2.9,67.6,451,6.7,11.2,9.7,1,21.9,8.8,76.8,1,0.6,1.6
"cincinnati",2020,"American","Defense",10,18.9,35.5,53.2,213.5,0.7,35.5,114.4,3.2,1,71,327.9,4.6,9.3,7.2,2.9,19.4,5.7,55.3,0.5,1.6,2.1
"cincinnati",2020,"American","Difference",0,0.8,-6,13.6,25.1,1.3,2.6,98,2.4,1.9,-3.4,123.1,2.1,1.9,2.5,-1.9,2.5,3.1,21.5,0.5,-1,-0.5
"cincinnati",2019,"American","Offense",14,14.9,26.9,55.2,182.3,1.4,44,208,4.7,2.1,70.9,390.3,5.5,7.9,11.4,1.5,20.8,8.8,69.8,0.6,0.8,1.4
"cincinnati",2019,"American","Defense",14,16.6,32.3,51.5,222.8,1.2,38.2,138.6,3.6,1.1,70.5,361.4,5.1,9.1,8.1,2.7,19.9,6.6,54.1,0.7,1.1,1.9
"cincinnati",2019,"American","Difference",0,-1.7,-5.4,3.7,-40.5,0.2,5.8,69.4,1.1,1,0.4,28.9,0.4,-1.2,3.3,-1.2,0.9,2.2,15.7,-0.1,-0.3,-0.5
"cincinnati",2018,"American","Offense",13,17.5,28.8,60.7,219,1.7,46.2,239.5,5.2,2.8,74.9,458.5,6.1,9.9,12.4,1.2,23.5,8.2,73.7,1,0.5,1.5
"cincinnati",2018,"American","Defense",13,15.2,31.1,48.8,190.5,1.5,33.5,111.2,3.3,0.7,64.6,301.7,4.7,7.8,4.9,2.6,15.4,6.2,54.7,0.6,0.9,1.5
"cincinnati",2018,"American","Difference",0,2.3,-2.3,11.9,28.5,0.2,12.7,128.3,1.9,2.1,10.3,156.8,1.4,2.1,7.5,-1.4,8.1,2,19,0.4,-0.4,0
"cincinnati",2017,"American","Offense",12,20.4,36.2,56.5,216.4,1.7,30.9,135.3,4.4,0.9,67.1,351.8,5.2,10,7.7,2,19.7,7.8,73,0.6,0.8,1.3
"cincinnati",2017,"American","Defense",12,18.3,29.4,62,236.1,1.9,43.8,192.4,4.4,1.6,73.3,428.5,5.8,10.3,9.9,2.7,22.9,7.2,66.8,0.5,0.4,0.9
"cincinnati",2017,"American","Difference",0,2.1,6.8,-5.5,-19.7,-0.2,-12.9,-57.1,0,-0.7,-6.2,-76.7,-0.6,-0.3,-2.2,-0.7,-3.2,0.6,6.2,0.1,0.4,0.4
"cincinnati",2016,"American","Offense",12,21.6,37.8,57.2,255.9,1.6,33,118.3,3.6,0.7,70.8,374.3,5.3,11.9,6.3,1.1,19.3,4.6,45.3,0.7,1.3,1.9
"cincinnati",2016,"American","Defense",12,19.9,32.4,61.4,233.3,1.5,46.8,189.8,4.1,1.4,79.2,423,5.3,11.3,11.1,1.5,23.9,5,44.8,0.6,1.4,2
"cincinnati",2016,"American","Difference",0,1.7,5.4,-4.2,22.6,0.1,-13.8,-71.5,-0.5,-0.7,-8.4,-48.7,0,0.6,-4.8,-0.4,-4.6,-0.4,0.5,0.1,-0.1,-0.1
"cincinnati",2015,"American","Offense",13,26.2,42.1,62.3,359.9,2.2,39.4,177.9,4.5,1.9,81.5,537.8,6.6,16.7,9.7,2.1,28.5,8,72.9,0.8,1.7,2.5
"cincinnati",2015,"American","Defense",13,18.2,31.5,57.7,216.5,1.8,39.1,192.1,4.9,1.6,70.5,408.6,5.8,9.6,8.5,2.2,20.3,6.3,57.5,0.4,0.7,1.1
"cincinnati",2015,"American","Difference",0,8,10.6,4.6,143.4,0.4,0.3,-14.2,-0.4,0.3,11,129.2,0.8,7.1,1.2,-0.1,8.2,1.7,15.4,0.4,1,1.4
"cincinnati",2014,"American","Offense",13,22.6,37.8,59.9,303.6,2.7,34.9,156.5,4.5,1.4,72.7,460.2,6.3,14.2,7.9,1.7,23.8,4.5,41.7,0.6,1.1,1.7
"cincinnati",2014,"American","Defense",13,21.2,34.9,60.8,255.4,1.7,38.5,183.7,4.8,1.4,73.5,439.1,6,10.9,10.2,1,22.1,5.9,57.4,1.2,0.6,1.8
"cincinnati",2014,"American","Difference",0,1.4,2.9,-0.9,48.2,1,-3.6,-27.2,-0.3,0,-0.8,21.1,0.3,3.3,-2.3,0.7,1.7,-1.4,-15.7,-0.6,0.5,-0.1
"cincinnati",2013,"American","Offense",13,23.9,36.1,66.3,303.6,2.2,39.7,168.5,4.2,2.2,75.8,472.1,6.2,13.5,9.5,1.2,24.2,6.2,57.8,0.8,1.3,2.2
"cincinnati",2013,"American","Defense",13,19.5,33.7,58,211.2,1.2,32.5,104.5,3.2,0.9,66.2,315.6,4.8,10.1,6.2,1.5,17.7,6.3,52.2,0.6,1,1.6
"cincinnati",2013,"American","Difference",0,4.4,2.4,8.3,92.4,1,7.2,64,1,1.3,9.6,156.5,1.4,3.4,3.3,-0.3,6.5,-0.1,5.6,0.2,0.3,0.6
"cincinnati",2012,"Big East","Offense",13,16.2,28.5,56.6,238.8,1.9,37.8,201.5,5.3,1.9,66.4,440.2,6.6,9.2,9.5,1.7,20.5,5.6,53.5,0.6,0.8,1.5
"cincinnati",2012,"Big East","Defense",13,21.7,38.3,56.6,252.5,1,35.3,135.6,3.8,0.8,73.6,388.1,5.3,11.8,7.5,1.3,20.6,6.4,56.6,0.9,1.2,2.2
"cincinnati",2012,"Big East","Difference",0,-5.5,-9.8,0,-13.7,0.9,2.5,65.9,1.5,1.1,-7.2,52.1,1.3,-2.6,2,0.4,-0.1,-0.8,-3.1,-0.3,-0.4,-0.7
"cincinnati",2011,"Big East","Offense",13,17.2,30.2,56.9,207.2,1.5,38.5,178.5,4.6,2.2,68.6,385.7,5.6,8.8,9,1.8,19.6,5.2,46.7,0.5,1.1,1.6
"cincinnati",2011,"Big East","Defense",13,22.4,37.2,60.2,261.2,1.3,35.1,96.2,2.7,0.8,72.2,357.4,4.9,11.4,6.5,1.2,19.1,7.8,64.7,1.3,1.2,2.5
"cincinnati",2011,"Big East","Difference",0,-5.2,-7,-3.3,-54,0.2,3.4,82.3,1.9,1.4,-3.6,28.3,0.7,-2.6,2.5,0.6,0.5,-2.6,-18,-0.8,-0.1,-0.9
"cincinnati",2010,"Big East","Offense",12,20.9,36.3,57.7,260.7,2.3,33.5,156.7,4.7,1.3,69.8,417.3,6,10.8,8.9,2.2,21.9,6.8,63.4,1.2,1.3,2.4
"cincinnati",2010,"Big East","Defense",12,20,30.8,64.9,234,2.1,38.8,135.4,3.5,1.6,69.6,369.4,5.3,10.8,7.4,1.4,19.7,6.3,57.1,0.5,0.7,1.2
"cincinnati",2010,"Big East","Difference",0,0.9,5.5,-7.2,26.7,0.2,-5.3,21.3,1.2,-0.3,0.2,47.9,0.7,0,1.5,0.8,2.2,0.5,6.3,0.7,0.6,1.2
"cincinnati",2009,"Big East","Offense",13,23.9,36.3,65.9,308.8,3,27.8,138.7,5,1.8,64.1,447.5,7,12.6,6.8,1.3,20.8,4.8,45.3,0.2,0.6,0.8
"cincinnati",2009,"Big East","Defense",13,20.5,32.3,63.6,230.2,1.2,39.6,143.8,3.6,1.5,71.9,374,5.2,11.3,8.2,1.1,20.5,6.3,51.7,0.2,1.2,1.5
"cincinnati",2009,"Big East","Difference",0,3.4,4,2.3,78.6,1.8,-11.8,-5.1,1.4,0.3,-7.8,73.5,1.8,1.3,-1.4,0.2,0.3,-1.5,-6.4,0,-0.6,-0.7
"cincinnati",2008,"Big East","Offense",14,20.7,33.7,61.4,253,1.9,32.5,117.6,3.6,1.1,66.2,370.6,5.6,11.1,7.1,1.3,19.4,7.1,64.5,1.1,1.1,2.1
"cincinnati",2008,"Big East","Defense",14,19.1,34.1,56.1,206.9,1.3,34.4,115,3.3,0.9,68.5,321.9,4.7,9.6,6.1,1.8,17.6,6.1,51.9,0.4,1.2,1.6
"cincinnati",2008,"Big East","Difference",0,1.6,-0.4,5.3,46.1,0.6,-1.9,2.6,0.3,0.2,-2.3,48.7,0.9,1.5,1,-0.5,1.8,1,12.6,0.7,-0.1,0.5
"cincinnati",2007,"Big East","Offense",13,22,35.7,61.6,286.2,2.8,36.7,147.8,4,1.5,72.4,433.9,6,12.1,7.8,1.8,21.8,9.4,79.1,1.1,0.9,2
"cincinnati",2007,"Big East","Defense",13,22.7,37.9,59.8,254,1.2,36.2,114.2,3.2,0.8,74.2,368.2,5,12,6.3,1.5,19.8,7.5,67.1,1.2,2,3.2
"cincinnati",2007,"Big East","Difference",0,-0.7,-2.2,1.8,32.2,1.6,0.5,33.6,0.8,0.7,-1.8,65.7,1,0.1,1.5,0.3,2,1.9,12,-0.1,-1.1,-1.2
"cincinnati",2006,"Big East","Offense",13,15.9,26.5,60,206.8,1.3,39.5,133.6,3.4,0.8,66,340.5,5.2,9.3,7.1,0.8,17.2,6.8,58.1,0.9,1.3,2.2
"cincinnati",2006,"Big East","Defense",13,16.8,32.2,52.3,201.6,1.1,29.2,107.5,3.7,1,61.5,309.2,5,8.2,5.4,1.6,15.2,6.8,50.9,0.7,1.1,1.8
"cincinnati",2006,"Big East","Difference",0,-0.9,-5.7,7.7,5.2,0.2,10.3,26.1,-0.3,-0.2,4.5,31.3,0.2,1.1,1.7,-0.8,2,0,7.2,0.2,0.2,0.4
"cincinnati",2005,"Big East","Offense",11,17.9,31.6,56.6,199.9,1.4,38.7,124.5,3.2,0.9,70.4,324.5,4.6,9.4,8.6,2,20,6.2,52.4,1.1,1.2,2.3
"cincinnati",2005,"Big East","Defense",11,16.7,29.1,57.5,221.3,1.3,41.3,180.4,4.4,2.5,70.4,401.6,5.7,10.1,9.1,1.6,20.8,7.4,62.3,1,0.6,1.6
"cincinnati",2005,"Big East","Difference",0,1.2,2.5,-0.9,-21.4,0.1,-2.6,-55.9,-1.2,-1.6,0,-77.1,-1.1,-0.7,-0.5,0.4,-0.8,-1.2,-9.9,0.1,0.6,0.7
"cincinnati",2004,"CUSA","Offense",12,18.2,31.3,58,222.2,2.2,43.8,183.4,4.2,1.4,75.1,405.6,5.4,9.9,9.6,1.4,20.9,6.4,50.2,1,1,2
"cincinnati",2004,"CUSA","Defense",12,13.8,27.7,49.7,194.2,1.6,33.4,147.2,4.4,1.3,61.1,341.3,5.6,8.4,6,1.4,15.8,4.5,40,0.8,0.8,1.6
"cincinnati",2004,"CUSA","Difference",0,4.4,3.6,8.3,28,0.6,10.4,36.2,-0.2,0.1,14,64.3,-0.2,1.5,3.6,0,5.1,1.9,10.2,0.2,0.2,0.4
"cincinnati",2003,"CUSA","Offense",12,19.3,36.5,52.7,228.4,1.2,43.2,165,3.8,1.5,79.7,393.4,4.9,9.8,9.4,1.4,20.7,6.4,55.7,1.5,0.8,2.3
"cincinnati",2003,"CUSA","Defense",12,14.2,28.1,50.4,188.6,1.4,39.2,144.4,3.7,1.5,67.3,333,5,7.6,7.3,1.9,16.8,6.8,53.3,0.8,1.6,2.3
"cincinnati",2003,"CUSA","Difference",0,5.1,8.4,2.3,39.8,-0.2,4,20.6,0.1,0,12.4,60.4,-0.1,2.2,2.1,-0.5,3.9,-0.4,2.4,0.7,-0.8,0
"cincinnati",2002,"CUSA","Offense",14,18.9,34.6,54.4,260.6,1.6,38.9,136.9,3.5,1.5,73.6,397.5,5.4,11.1,7.8,1.3,20.2,7.3,62.8,0.8,1.6,2.4
"cincinnati",2002,"CUSA","Defense",14,15.7,30.5,51.5,179.9,0.9,38.4,138.1,3.6,1.6,68.9,318.1,4.6,8.9,7.7,1.1,17.7,6.8,52,1.2,1.2,2.4
"cincinnati",2002,"CUSA","Difference",0,3.2,4.1,2.9,80.7,0.7,0.5,-1.2,-0.1,-0.1,4.7,79.4,0.8,2.2,0.1,0.2,2.5,0.5,10.8,-0.4,0.4,0
"cincinnati",2001,"CUSA","Offense",11,19.6,34,57.8,269.8,1.7,41.9,146.5,3.5,1.7,75.9,416.3,5.5,11.9,8.1,2.5,22.5,6.6,59.8,0.7,1.1,1.8
"cincinnati",2001,"CUSA","Defense",11,16.4,30.6,53.4,205.2,1.5,39.1,176.8,4.5,1.6,69.7,382,5.5,9.3,9,1.7,20,6.5,60.4,1.2,0.9,2.1
"cincinnati",2001,"CUSA","Difference",0,3.2,3.4,4.4,64.6,0.2,2.8,-30.3,-1,0.1,6.2,34.3,0,2.6,-0.9,0.8,2.5,0.1,-0.6,-0.5,0.2,-0.3
"cincinnati",2000,"CUSA","Offense",11,17.3,33.5,51.6,216.5,1.2,40.7,141,3.5,1.1,74.2,357.5,4.8,10.5,7.6,1.5,19.6,7.5,63,0.8,1.2,2
"cincinnati",2000,"CUSA","Defense",11,19.1,32.5,58.8,224.8,1.3,38.7,147,3.8,1.5,71.2,371.8,5.2,10.1,7.9,2.1,20.1,5.6,49.9,1.4,1.7,3.1
"cincinnati",2000,"CUSA","Difference",0,-1.8,1,-7.2,-8.3,-0.1,2,-6,-0.3,-0.4,3,-14.3,-0.4,0.4,-0.3,-0.6,-0.5,1.9,13.1,-0.6,-0.5,-1.1
"cincinnati",1999,"CUSA","Offense",11,21.5,40.5,53,252.2,1.5,38.6,172.2,4.5,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
