"Team","Season","Conference","Type","Games","Pass_Comp","Pass_Att","Pass_Pct","Pass_Yds","Pass_TD","Rush_Att","Rush_Yds","Rush_Avg","Rush_TD","Total_Plays","Total_Yds","Yards_Per_Play","Pass_First_Down","Rush_First_Down","Penalty_First_Down","Total_First_Down","Penalties","Penalty_Yards","Fumbles","Interceptions","Turnovers"
"central-florida",2001,"Ind","Defense",11,16.4,29.5,55.6,178,0.5,36.8,129.4,3.5,1.4,66.3,307.4,4.6,8.3,7,1.7,17,6.6,51.5,1.4,0.6,2
"central-florida",2001,"Ind","Difference",0,4.5,7.5,0.9,130.3,1.4,-6.3,-28.9,-0.2,0.4,1.2,101.4,1.5,4.5,-0.2,-0.1,4.3,3.4,29.6,-0.3,0.5,0.2
"central-florida",2000,"Ind","Offense",11,22.6,37.7,60,295.2,2.5,28.1,78.7,2.8,1.2,65.8,373.9,5.7,12.8,5.9,1.5,20.3,8.8,72.5,1.2,1.6,2.8
"central-florida",2000,"Ind","Defense",11,16.1,29.8,54,192.9,1,41.8,130.9,3.1,1.4,71.6,323.8,4.5,8.2,9.4,2.5,20,6.9,61.3,1.2,1.4,2.5
"central-florida",2000,"Ind","Difference",0,6.5,7.9,6,102.3,1.5,-13.7,-52.2,-0.3,-0.2,-5.8,50.1,1.2,4.6,-3.5,-1,0.3,1.9,11.2,0,0.2,0.3
"central-florida",1999,"Ind","Offense",11,24.4,42.9,56.8,287.2,1.5,33.7,130,3.9,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-florida",1999,"Ind","Defense",11,20.7,35.4,58.6,255,2.2,34.2,118.7,3.5,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-florida",1999,"Ind","Difference",0,3.7,7.5,-1.8,32.2,-0.7,-0.5,11.3,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-florida",1998,"Ind","Offense",11,27.5,37.4,73.5,342.8,2.6,34.4,144.9,4.2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-florida",1998,"Ind","Defense",11,16,29.3,54.7,179.7,1.1,36.5,142.5,3.9,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-florida",1998,"Ind","Difference",0,11.5,8.1,18.8,163.1,1.5,-2.1,2.4,0.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-florida",1997,"Ind","Offense",11,22.1,35.8,61.7,289.7,2.4,32.4,127.4,3.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-florida",1997,"Ind","Defense",11,19.4,33.5,57.7,262.5,1.8,37.1,131.5,3.5,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-florida",1997,"Ind","Difference",0,2.7,2.3,4,27.2,0.6,-4.7,-4.1,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-florida",1996,"Ind","Offense",11,20.9,35.8,58.4,274.7,1.9,31.8,93.2,2.9,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-florida",1996,"Ind","Defense",11,17.6,30.6,57.6,237.4,1.8,42.3,150.5,3.6,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-florida",1996,"Ind","Difference",0,3.3,5.2,0.8,37.3,0.1,-10.5,-57.3,-0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",2021,"MAC","Offense",13,21,34.5,60.9,265.4,2.4,39.7,180,4.5,1.4,74.2,445.4,6,11.6,10.2,1.3,23.1,6.1,53.9,0.3,0.8,1.1
"central-michigan",2021,"MAC","Defense",13,19.8,32.5,60.9,260,1.7,35.9,122.5,3.4,1.4,68.4,382.5,5.6,10,7.8,1.8,19.6,5.3,48.5,0.8,0.4,1.2
"central-michigan",2021,"MAC","Difference",0,1.2,2,0,5.4,0.7,3.8,57.5,1.1,0,5.8,62.9,0.4,1.6,2.4,-0.5,3.5,0.8,5.4,-0.5,0.4,-0.1
"central-michigan",2020,"MAC","Offense",6,17.7,28.7,61.6,202.3,1.2,43.3,218.2,5,2.7,72,420.5,5.8,8.2,10.8,0.5,19.5,6.2,59.5,0.8,0.7,1.5
"central-michigan",2020,"MAC","Defense",6,18.2,31.5,57.7,297.2,2.5,41.7,130.5,3.1,1.2,73.2,427.7,5.8,11.3,8,2.2,21.5,5.5,37.8,1.2,1.3,2.5
"central-michigan",2020,"MAC","Difference",0,-0.5,-2.8,3.9,-94.9,-1.3,1.6,87.7,1.9,1.5,-1.2,-7.2,0,-3.1,2.8,-1.7,-2,0.7,21.7,-0.4,-0.6,-1
"central-michigan",2019,"MAC","Offense",14,20.7,33.8,61.3,252.2,1.4,37.3,183,4.9,2.6,71.1,435.2,6.1,11.4,8.7,2.1,22.3,8.4,66.1,1.2,0.9,2.1
"central-michigan",2019,"MAC","Defense",14,19.1,31.8,60,239.9,1.8,35.1,123.4,3.5,1.4,66.9,363.3,5.4,10.4,7.3,1.9,19.6,6.6,59,0.4,0.9,1.4
"central-michigan",2019,"MAC","Difference",0,1.6,2,1.3,12.3,-0.4,2.2,59.6,1.4,1.2,4.2,71.9,0.7,1,1.4,0.2,2.7,1.8,7.1,0.8,0,0.7
"central-michigan",2018,"MAC","Offense",12,14.7,30.2,48.6,134.5,0.8,37.3,120.6,3.2,0.7,67.4,255.1,3.8,6.4,7,1.7,15.1,8.2,70.9,0.8,1.5,2.3
"central-michigan",2018,"MAC","Defense",12,14.5,25.5,56.9,150.7,0.9,46.2,204.7,4.4,2.3,71.7,355.3,5,7.8,10.3,2.4,20.4,5.9,58.3,1,0.8,1.8
"central-michigan",2018,"MAC","Difference",0,0.2,4.7,-8.3,-16.2,-0.1,-8.9,-84.1,-1.2,-1.6,-4.3,-100.2,-1.2,-1.4,-3.3,-0.7,-5.3,2.3,12.6,-0.2,0.7,0.5
"central-michigan",2017,"MAC","Offense",13,20.2,36.1,56.1,255.7,2.1,34.8,134.2,3.8,1.5,70.9,389.8,5.5,9.8,6.2,2.2,18.3,6.4,61.8,1.1,1.3,2.4
"central-michigan",2017,"MAC","Defense",13,16.9,30.9,54.7,185.5,1.2,42.8,185.2,4.3,1.8,73.8,370.8,5,8.3,9,1.9,19.2,6.9,60.9,0.9,1.5,2.4
"central-michigan",2017,"MAC","Difference",0,3.3,5.2,1.4,70.2,0.9,-8,-51,-0.5,-0.3,-2.9,19,0.5,1.5,-2.8,0.3,-0.9,-0.5,0.9,0.2,-0.2,0
"central-michigan",2016,"MAC","Offense",13,21.5,36.2,59.4,276.1,1.8,31.3,115.9,3.7,1.4,67.5,392,5.8,11.8,6.6,1.5,19.8,4.8,49.9,0.6,1.2,1.8
"central-michigan",2016,"MAC","Defense",13,19.1,31.8,59.9,222.9,2.5,36.5,169,4.6,1.2,68.3,391.9,5.7,10.3,8.3,1.3,19.9,4.5,45.1,0.4,1,1.4
"central-michigan",2016,"MAC","Difference",0,2.4,4.4,-0.5,53.2,-0.7,-5.2,-53.1,-0.9,0.2,-0.8,0.1,0.1,1.5,-1.7,0.2,-0.1,0.3,4.8,0.2,0.2,0.4
"central-michigan",2015,"MAC","Offense",13,25.1,38.1,65.9,300.8,1.9,32.3,100.1,3.1,1.2,70.4,400.8,5.7,13.5,6.2,1.4,21.1,6.2,53.7,0.4,0.8,1.2
"central-michigan",2015,"MAC","Defense",13,17.4,29.8,58.2,192.2,1.3,34.8,141.6,4.1,1.2,64.6,333.8,5.2,9.1,7.2,0.8,17.1,5.2,45.8,0.8,0.5,1.4
"central-michigan",2015,"MAC","Difference",0,7.7,8.3,7.7,108.6,0.6,-2.5,-41.5,-1,0,5.8,67,0.5,4.4,-1,0.6,4,1,7.9,-0.4,0.3,-0.2
"central-michigan",2014,"MAC","Offense",13,18.7,29.4,63.6,242.8,2.1,38.8,155.2,4,1.5,68.2,398.1,5.8,11.4,9,1.7,22.2,5.4,46.5,1.1,1,2.1
"central-michigan",2014,"MAC","Defense",13,19.2,32.5,58.9,232.5,1.8,32.8,122.9,3.8,1.2,65.3,355.5,5.4,10.6,6.7,1.8,19.1,5.5,47.8,0.6,1.1,1.7
"central-michigan",2014,"MAC","Difference",0,-0.5,-3.1,4.7,10.3,0.3,6,32.3,0.2,0.3,2.9,42.6,0.4,0.8,2.3,-0.1,3.1,-0.1,-1.3,0.5,-0.1,0.4
"central-michigan",2013,"MAC","Offense",12,16,28.8,55.5,208.3,1.3,34.2,132.8,3.9,1.3,63,341.1,5.4,9.4,7.1,0.8,17.3,4.3,41.8,0.8,1.4,2.3
"central-michigan",2013,"MAC","Defense",12,16.7,27.2,61.3,203.9,1.3,42.1,201.3,4.8,1.9,69.3,405.2,5.9,9.2,10.6,1.2,20.9,4.8,44.3,0.7,1.2,1.8
"central-michigan",2013,"MAC","Difference",0,-0.7,1.6,-5.8,4.4,0,-7.9,-68.5,-0.9,-0.6,-6.3,-64.1,-0.5,0.2,-3.5,-0.4,-3.6,-0.5,-2.5,0.1,0.2,0.5
"central-michigan",2012,"MAC","Offense",13,18.8,31.8,59.1,244.2,1.8,31.9,150.5,4.7,1.7,63.7,394.8,6.2,11,8.2,1.5,20.7,4.2,37.5,0.5,0.7,1.2
"central-michigan",2012,"MAC","Defense",13,20.1,32.3,62.1,241.1,1.8,39.3,192.8,4.9,2.2,71.6,433.9,6.1,10.8,10.2,1.1,22.1,6.5,56.3,0.4,1,1.4
"central-michigan",2012,"MAC","Difference",0,-1.3,-0.5,-3,3.1,0,-7.4,-42.3,-0.2,-0.5,-7.9,-39.1,0.1,0.2,-2,0.4,-1.4,-2.3,-18.8,0.1,-0.3,-0.2
"central-michigan",2011,"MAC","Offense",12,21.5,38.2,56.3,274.2,2.1,27.8,115.8,4.2,0.6,65.9,389.9,5.9,12.1,6.5,1.1,19.7,4.7,46.7,0.4,1.5,1.9
"central-michigan",2011,"MAC","Defense",12,19.1,31.2,61.2,241.8,2,41.2,187,4.5,1.9,72.3,428.8,5.9,10.9,9.1,1.7,21.7,5.3,47.2,0.3,0.7,0.9
"central-michigan",2011,"MAC","Difference",0,2.4,7,-4.9,32.4,0.1,-13.4,-71.2,-0.3,-1.3,-6.4,-38.9,0,1.2,-2.6,-0.6,-2,-0.6,-0.5,0.1,0.8,1
"central-michigan",2010,"MAC","Offense",12,24,39.8,60.4,284,1.4,31.9,105.8,3.3,1.5,71.7,389.8,5.4,12.8,6.9,2.3,22,5.7,51.6,0.9,1.5,2.4
"central-michigan",2010,"MAC","Defense",12,18.3,30,60.8,205.1,1.3,38,171.9,4.5,1.7,68,377,5.5,8.9,9.4,1.8,20.2,7,62.9,1.2,0.3,1.5
"central-michigan",2010,"MAC","Difference",0,5.7,9.8,-0.4,78.9,0.1,-6.1,-66.1,-1.2,-0.2,3.7,12.8,-0.1,3.9,-2.5,0.5,1.8,-1.3,-11.3,-0.3,1.2,0.9
"central-michigan",2009,"MAC","Offense",14,23.5,34.2,68.7,255.5,2,36.8,167.6,4.6,2.1,71,423.1,6,13.1,9.6,1.4,24.1,5.3,50.3,0.4,0.6,1.1
"central-michigan",2009,"MAC","Defense",14,19.5,33.5,58.2,221.4,0.9,33.6,122.9,3.7,1.1,67.1,344.2,5.1,10.8,6.4,1.7,18.9,5.6,48.5,0.6,0.8,1.4
"central-michigan",2009,"MAC","Difference",0,4,0.7,10.5,34.1,1.1,3.2,44.7,0.9,1,3.9,78.9,0.9,2.3,3.2,-0.3,5.2,-0.3,1.8,-0.2,-0.2,-0.3
"central-michigan",2008,"MAC","Offense",13,24.4,36.9,66,289.8,2.2,37.2,133.7,3.6,1.5,74.2,423.5,5.7,13.5,8.5,1.1,23.2,5.8,56.6,0.3,0.6,0.9
"central-michigan",2008,"MAC","Defense",13,23,36.5,62.9,287.2,1.9,32.9,136.5,4.1,1.8,69.5,423.8,6.1,12.5,7.3,2.3,22.1,5.2,46.4,0.6,0.6,1.2
"central-michigan",2008,"MAC","Difference",0,1.4,0.4,3.1,2.6,0.3,4.3,-2.8,-0.5,-0.3,4.7,-0.3,-0.4,1,1.2,-1.2,1.1,0.6,10.2,-0.3,0,-0.3
"central-michigan",2007,"MAC","Offense",14,25.8,39.8,64.8,267,2,37.1,180,4.9,2.6,76.9,447,5.8,12.4,9.6,1.4,23.5,5.9,59.6,0.7,1,1.7
"central-michigan",2007,"MAC","Defense",14,25.2,38.6,65.4,303.5,2.4,39,156.5,4,2.2,77.6,460,5.9,13.9,9.1,1.7,24.7,5.9,49.3,0.9,1.3,2.1
"central-michigan",2007,"MAC","Difference",0,0.6,1.2,-0.6,-36.5,-0.4,-1.9,23.5,0.9,0.4,-0.7,-13,-0.1,-1.5,0.5,-0.3,-1.2,0,10.3,-0.2,-0.3,-0.4
"central-michigan",2006,"MAC","Offense",14,20,31.9,62.6,245.9,2,30.1,129.4,4.3,1.5,62.1,375.3,6,10.3,6.6,1.8,18.7,5.9,50.2,0.8,0.8,1.6
"central-michigan",2006,"MAC","Defense",14,21.6,34.7,62.1,215.1,1.6,36.1,126.5,3.5,1.3,70.9,341.6,4.8,10.6,8.2,1.2,20.1,5.7,52.4,0.9,1.1,2.1
"central-michigan",2006,"MAC","Difference",0,-1.6,-2.8,0.5,30.8,0.4,-6,2.9,0.8,0.2,-8.8,33.7,1.2,-0.3,-1.6,0.6,-1.4,0.2,-2.2,-0.1,-0.3,-0.5
"central-michigan",2005,"MAC","Offense",11,23.5,38.7,60.8,260.1,1.5,39.5,158.8,4,1.4,78.2,418.9,5.4,11.5,8.2,1,20.6,8.4,77.9,0.4,0.5,0.9
"central-michigan",2005,"MAC","Defense",11,22.7,39.5,57.5,280.7,2.3,35,113.7,3.2,0.5,74.5,394.5,5.3,10.6,7.9,2.1,20.6,5.7,43.9,0.6,0.7,1.4
"central-michigan",2005,"MAC","Difference",0,0.8,-0.8,3.3,-20.6,-0.8,4.5,45.1,0.8,0.9,3.7,24.4,0.1,0.9,0.3,-1.1,0,2.7,34,-0.2,-0.2,-0.5
"central-michigan",2004,"MAC","Offense",11,19,34.1,55.7,225.6,1.5,40.7,169.9,4.2,1.5,74.8,395.5,5.3,9.8,8.5,1.8,20.2,7.7,65.7,0.5,0.9,1.5
"central-michigan",2004,"MAC","Defense",11,19.8,32.8,60.4,261.2,1.9,43.2,170.2,3.9,2.3,76,431.4,5.7,10.5,10,1.8,22.3,6.6,54.4,0.6,0.5,1.1
"central-michigan",2004,"MAC","Difference",0,-0.8,1.3,-4.7,-35.6,-0.4,-2.5,-0.3,0.3,-0.8,-1.2,-35.9,-0.4,-0.7,-1.5,0,-2.1,1.1,11.3,-0.1,0.4,0.4
"central-michigan",2003,"MAC","Offense",12,15.8,28.6,55.1,174.8,1.4,45.1,195.8,4.3,1.7,73.7,370.7,5,8.3,10.9,1.3,20.5,5.3,50.9,0.8,0.8,1.6
"central-michigan",2003,"MAC","Defense",12,20.8,32.2,64.5,256,1.6,47.2,245.8,5.2,2.8,79.3,501.8,6.3,10.3,14,1.5,25.8,6.1,54.2,0.6,0.7,1.3
"central-michigan",2003,"MAC","Difference",0,-5,-3.6,-9.4,-81.2,-0.2,-2.1,-50,-0.9,-1.1,-5.6,-131.1,-1.3,-2,-3.1,-0.2,-5.3,-0.8,-3.3,0.2,0.1,0.3
"central-michigan",2002,"MAC","Offense",12,16.2,31.2,51.9,166.2,0.8,46.3,206.1,4.4,1.8,77.5,372.3,4.8,9,9.8,0.8,19.6,4.8,38.9,0.8,0.7,1.5
"central-michigan",2002,"MAC","Defense",12,20.8,32.8,63.4,264.4,1.9,39.4,140.8,3.6,1.8,72.2,405.3,5.6,11.3,8.1,1.3,20.7,5.9,53.8,0.8,1,1.8
"central-michigan",2002,"MAC","Difference",0,-4.6,-1.6,-11.5,-98.2,-1.1,6.9,65.3,0.8,0,5.3,-33,-0.8,-2.3,1.7,-0.5,-1.1,-1.1,-14.9,0,-0.3,-0.3
"central-michigan",2001,"MAC","Offense",11,17.3,33.1,52.2,180.6,1.1,46.7,199,4.3,1.5,79.8,379.6,4.8,8.9,10.4,1.4,20.6,6.6,54.8,0.8,1.3,2.1
"central-michigan",2001,"MAC","Defense",11,15.7,30.3,52,231.7,1.6,44.7,208,4.7,2.3,75,439.7,5.9,10.2,9,2,21.2,7.2,55.2,0.9,0.7,1.6
"central-michigan",2001,"MAC","Difference",0,1.6,2.8,0.2,-51.1,-0.5,2,-9,-0.4,-0.8,4.8,-60.1,-1.1,-1.3,1.4,-0.6,-0.6,-0.6,-0.4,-0.1,0.6,0.5
"central-michigan",2000,"MAC","Offense",11,15.3,29.8,51.2,179.1,0.9,35.4,92.4,2.6,0.5,65.2,271.5,4.2,7.7,5.3,1.3,14.3,4.9,37.6,1.3,0.6,1.9
"central-michigan",2000,"MAC","Defense",11,12.6,24.7,51.1,149.7,1.1,52.5,267.6,5.1,3,77.3,417.4,5.4,7.3,13.7,1.9,22.9,5.4,50.2,0.4,1,1.4
"central-michigan",2000,"MAC","Difference",0,2.7,5.1,0.1,29.4,-0.2,-17.1,-175.2,-2.5,-2.5,-12.1,-145.9,-1.2,0.4,-8.4,-0.6,-8.6,-0.5,-12.6,0.9,-0.4,0.5
"central-michigan",1999,"MAC","Offense",11,15.8,29.5,53.5,218.2,1,43.6,142.4,3.3,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1999,"MAC","Defense",11,15.1,29.5,51.1,214.3,1.7,40.5,171.8,4.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1999,"MAC","Difference",0,0.7,0,2.4,3.9,-0.7,3.1,-29.4,-0.9,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1998,"MAC","Offense",11,14,30,46.7,188.5,0.4,44.3,178.9,4,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1998,"MAC","Defense",11,13.6,28,48.7,189.5,1.2,44.5,164.5,3.7,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1998,"MAC","Difference",0,0.4,2,-2,-1,-0.8,-0.2,14.4,0.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1997,"MAC","Offense",11,18,37.6,47.8,250.2,1.3,40.3,149.6,3.7,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1997,"MAC","Defense",11,20,33.2,60.3,290,3.6,38.1,190.9,5,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1997,"MAC","Difference",0,-2,4.4,-12.5,-39.8,-2.3,2.2,-41.3,-1.3,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1996,"MAC","Offense",11,18,33.5,53.7,276.5,2.1,45.5,200.6,4.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1996,"MAC","Defense",11,18.3,31.6,57.8,271.5,2,38.1,153.4,4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1996,"MAC","Difference",0,-0.3,1.9,-4.1,5,0.1,7.4,47.2,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1995,"MAC","Offense",11,11.9,23.7,50.2,160.3,0.9,46.7,179.5,3.8,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1995,"MAC","Defense",11,15.5,28.2,55.2,191.1,0.8,45.7,184.3,4,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1995,"MAC","Difference",0,-3.6,-4.5,-5,-30.8,0.1,1,-4.8,-0.2,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1994,"MAC","Offense",12,7.9,14.9,53.1,114.6,0.8,47.6,261,5.5,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1994,"MAC","Defense",12,12.8,25.3,50.7,161.4,0.7,39.9,205.8,5.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1994,"MAC","Difference",0,-4.9,-10.4,2.4,-46.8,0.1,7.7,55.2,0.3,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1993,"MAC","Offense",11,16.9,29,58.3,249.5,1.7,41.6,173,4.2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1993,"MAC","Defense",11,13.7,27.5,50,157.3,0.5,47.4,224.5,4.7,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1993,"MAC","Difference",0,3.2,1.5,8.3,92.2,1.2,-5.8,-51.5,-0.5,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1992,"MAC","Offense",11,15,25.6,58.5,205.3,1.6,45.9,160.6,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1992,"MAC","Defense",11,14.5,26.6,54.6,168.2,0.9,41.9,149.7,3.6,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1992,"MAC","Difference",0,0.5,-1,3.9,37.1,0.7,4,10.9,-0.1,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1991,"MAC","Offense",11,14.2,27.3,52,159.5,0.9,46.1,164.4,3.6,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1991,"MAC","Defense",11,14.5,27.5,53,162.6,0.7,39.9,108.4,2.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1991,"MAC","Difference",0,-0.3,-0.2,-1,-3.1,0.2,6.2,56,0.9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1990,"MAC","Offense",12,12.7,22.8,55.7,176,1.4,46.8,176.1,3.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1990,"MAC","Defense",12,10.8,24.1,44.6,121.8,0.5,32.7,91.4,2.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1990,"MAC","Difference",0,1.9,-1.3,11.1,54.2,0.9,14.1,84.7,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1989,"MAC","Offense",11,11.1,24.1,46,154.8,0.6,45.5,170.1,3.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1989,"MAC","Defense",11,14.8,27.4,54.2,184.5,0.8,45.8,136.7,3,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1989,"MAC","Difference",0,-3.7,-3.3,-8.2,-29.7,-0.2,-0.3,33.4,0.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1988,"MAC","Offense",11,8.9,16.5,54.1,122.5,0.6,53.4,234.2,4.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1988,"MAC","Defense",11,14.4,26.7,53.7,167.9,0.9,40.1,105.9,2.6,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1988,"MAC","Difference",0,-5.5,-10.2,0.4,-45.4,-0.3,13.3,128.3,1.8,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1987,"MAC","Offense",11,10.9,20.3,53.8,139.4,0.4,53.7,216.9,4,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1987,"MAC","Defense",11,15.5,30.2,51.2,216.1,0.8,37.6,128.2,3.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1987,"MAC","Difference",0,-4.6,-9.9,2.6,-76.7,-0.4,16.1,88.7,0.6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1986,"MAC","Offense",10,7.2,15.8,45.6,105,0.8,59,279.8,4.7,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1986,"MAC","Defense",10,16.4,28.6,57.3,185,1.6,40,144.3,3.6,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1986,"MAC","Difference",0,-9.2,-12.8,-11.7,-80,-0.8,19,135.5,1.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1985,"MAC","Offense",10,12.2,23.4,52.1,166.9,1.3,50.1,171.4,3.4,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1985,"MAC","Defense",10,12.8,23.3,54.9,137.7,0.2,44.3,133,3,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1985,"MAC","Difference",0,-0.6,0.1,-2.8,29.2,1.1,5.8,38.4,0.4,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1984,"MAC","Offense",11,11,19.2,57.3,160.1,1.4,51.4,232.5,4.5,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1984,"MAC","Defense",11,16.5,29,57.1,162.8,0.8,38.5,99.3,2.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1984,"MAC","Difference",0,-5.5,-9.8,0.2,-2.7,0.6,12.9,133.2,1.9,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1983,"MAC","Offense",11,5.8,12.9,45.1,84.9,0.7,53.7,277.3,5.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1983,"MAC","Defense",11,16,29.5,54.3,169.9,0.8,40.5,115.4,2.9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1983,"MAC","Difference",0,-10.2,-16.6,-9.2,-85,-0.1,13.2,161.9,2.3,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1982,"MAC","Offense",11,10.1,19.5,51.6,135.8,0.8,55.8,195.8,3.5,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1982,"MAC","Defense",11,13.2,25.7,51.2,148.9,0.6,41.6,99.4,2.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1982,"MAC","Difference",0,-3.1,-6.2,0.4,-13.1,0.2,14.2,96.4,1.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1981,"MAC","Offense",11,8.6,17.3,50,116.8,0.5,57.4,248.9,4.3,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1981,"MAC","Defense",11,11,21.1,52.2,116.5,0.5,42.9,121.8,2.8,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"central-michigan",1981,"MAC","Difference",0,-2.4,-3.8,-2.2,0.3,0,14.5,127.1,1.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
