Team,Season,Conference,Wins,Losses,Ties,Winning_Pct,Conference_Wins,Conference_Losses,Conference_Ties,Conference_Winning_Pct,Simple_Rating_System,Strength_Of_Schedule,AP_Poll_Preseason_Rank,AP_Poll_Highest_Rank,AP_Poll_Postseason_Rank,CFP_Highest_Rank,CFP_Final_Rank,Coach(es),Bowl_Game,Bowl_Result,Notes
fresno-state,1971,PCAA,6,5,0,0.545,3,2,0,0.6,-6.37,-8.65,Unranked,Unranked,Unranked,Unranked,Unranked,Darryl Rogers (6-5),,,
fresno-state,1970,PCAA,8,4,0,0.667,4,2,0,0.667,-9.45,-12.95,Unranked,Unranked,Unranked,Unranked,Unranked,Darryl Rogers (8-4),,,
fresno-state,1969,PCAA,6,4,0,0.6,1,3,0,0.25,-7.15,-8.95,Unranked,Unranked,Unranked,Unranked,Unranked,Darryl Rogers (6-4),,,
furman,1981,Southern,8,3,0,0.727,5,2,0,0.714,-0.06,-7.43,Unranked,Unranked,Unranked,Unranked,Unranked,Dick Sheridan (8-3),,,
furman,1980,Southern,9,1,1,0.864,7,0,0,1,1.87,-7.58,Unranked,Unranked,Unranked,Unranked,Unranked,Dick Sheridan (9-1-1),,,
furman,1979,Southern,5,6,0,0.455,4,3,0,0.571,-9.01,-6.46,Unranked,Unranked,Unranked,Unranked,Unranked,Dick Sheridan (5-6),,,
furman,1978,Southern,8,3,0,0.727,4,1,0,0.8,2.14,-8.23,Unranked,Unranked,Unranked,Unranked,Unranked,Dick Sheridan (8-3),,,
furman,1977,Southern,4,5,2,0.455,3,2,1,0.583,-8.84,-10.75,Unranked,Unranked,Unranked,Unranked,Unranked,Art Baker (4-5-2),,,
furman,1976,Southern,6,4,1,0.591,2,3,1,0.417,1.75,-2.07,Unranked,Unranked,Unranked,Unranked,Unranked,Art Baker (6-4-1),,,
furman,1975,Southern,5,5,1,0.5,2,4,0,0.333,-6.03,-9.03,Unranked,Unranked,Unranked,Unranked,Unranked,Art Baker (5-5-1),,,
furman,1974,Southern,5,6,0,0.455,2,4,0,0.333,-12.16,-8.98,Unranked,Unranked,Unranked,Unranked,Unranked,Art Baker (5-6),,,
furman,1973,Southern,7,4,0,0.636,3,3,0,0.5,-4.77,-10.14,Unranked,Unranked,Unranked,Unranked,Unranked,Art Baker (7-4),,,
furman,1972,Southern,2,9,0,0.182,1,6,0,0.143,-21.25,-10.71,Unranked,Unranked,Unranked,Unranked,Unranked,Robert King (2-9),,,
furman,1971,Southern,5,5,1,0.5,2,3,0,0.4,-14.2,-13.93,Unranked,Unranked,Unranked,Unranked,Unranked,Robert King (5-5-1),,,
furman,1970,Southern,8,3,0,0.727,3,2,0,0.6,-12.01,-17.65,Unranked,Unranked,Unranked,Unranked,Unranked,Robert King (8-3),,,
furman,1969,Southern,1,8,1,0.15,0,4,0,0,-23.91,-11.41,Unranked,Unranked,Unranked,Unranked,Unranked,Robert King (1-8-1),,,
furman,1968,Southern,1,9,0,0.1,0,4,0,0,-25.16,-12.96,Unranked,Unranked,Unranked,Unranked,Unranked,Robert King (1-9),,,
furman,1967,Southern,5,5,0,0.5,1,3,0,0.25,-14.97,-12.87,Unranked,Unranked,Unranked,Unranked,Unranked,Robert King (5-5),,,
furman,1966,Southern,2,7,1,0.25,1,4,0,0.2,-22.39,-14.99,Unranked,Unranked,Unranked,Unranked,Unranked,Robert King (2-7-1),,,
furman,1965,Southern,5,5,0,0.5,2,3,0,0.4,-17.02,-15.72,Unranked,Unranked,Unranked,Unranked,Unranked,Robert King (5-5),,,
furman,1964,Southern,3,7,0,0.3,1,4,0,0.2,-22.25,-13.95,Unranked,Unranked,Unranked,Unranked,Unranked,Robert King (3-7),,,
furman,1963,Southern,7,3,0,0.7,3,2,0,0.6,-5.38,-9.88,Unranked,Unranked,Unranked,Unranked,Unranked,Robert King (7-3),,,
furman,1962,Southern,4,6,0,0.4,2,2,0,0.5,-12.7,-9.6,Unranked,Unranked,Unranked,Unranked,Unranked,Robert King (4-6),,,
furman,1961,Southern,7,3,0,0.7,2,2,0,0.5,-3.04,-8.04,Unranked,Unranked,Unranked,Unranked,Unranked,Robert King (7-3),,,
furman,1960,Southern,5,4,1,0.55,2,2,0,0.5,-10.46,-9.26,Unranked,Unranked,Unranked,Unranked,Unranked,Robert King (5-4-1),,,
furman,1959,Southern,3,7,0,0.3,3,2,0,0.6,-14.82,-9.72,Unranked,Unranked,Unranked,Unranked,Unranked,Robert King (3-7),,,
furman,1958,Southern,2,7,0,0.222,1,2,0,0.333,-15.88,-2.21,Unranked,Unranked,Unranked,Unranked,Unranked,Robert King (2-7),,,
furman,1957,Southern,3,7,0,0.3,2,1,0,0.667,-16.64,-6.14,Unranked,Unranked,Unranked,Unranked,Unranked,Homer Hobbs (3-7),,,
furman,1956,Southern,2,8,0,0.2,2,2,0,0.5,-10.19,-1.09,Unranked,Unranked,Unranked,Unranked,Unranked,Homer Hobbs (2-8),,,
furman,1955,Southern,1,9,0,0.1,1,1,0,0.5,-21.46,-5.56,Unranked,Unranked,Unranked,Unranked,Unranked,Homer Hobbs (1-9),,,
furman,1954,Southern,5,5,0,0.5,2,0,0,1,-8.04,-4.44,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1953,Southern,7,2,0,0.778,2,0,0,1,-4.23,-12.9,Unranked,Unranked,Unranked,Unranked,Unranked,William Young (7-2),,,
furman,1952,Southern,6,3,1,0.65,2,2,1,0.5,-7.72,-9.92,Unranked,Unranked,Unranked,Unranked,Unranked,William Young (6-3-1),,,
furman,1951,Southern,3,6,1,0.35,1,4,1,0.25,-7.96,-6.66,Unranked,Unranked,Unranked,Unranked,Unranked,William Young (3-6-1),,,
furman,1950,Southern,2,8,1,0.227,2,4,0,0.333,-12.75,-1.39,Unranked,Unranked,Unranked,Unranked,Unranked,William Young (2-8-1),,,
furman,1949,Southern,3,6,0,0.333,3,3,0,0.5,-13.89,-9.11,Unranked,Unranked,Unranked,Unranked,Unranked,H.E. Smith (3-6),,,
furman,1948,Southern,2,6,1,0.278,2,4,0,0.333,-11.98,-3.42,Unranked,Unranked,Unranked,Unranked,Unranked,H.E. Smith (2-6-1),,,
furman,1947,Southern,2,7,0,0.222,1,4,0,0.2,-12.43,-0.87,Unranked,Unranked,Unranked,Unranked,Unranked,Robert Smith (2-7),,,
furman,1946,Southern,2,8,0,0.2,1,4,0,0.2,-6.77,2.83,Unranked,Unranked,Unranked,Unranked,Unranked,Robert Smith (2-8),,,
furman,1942,Southern,3,6,0,0.333,3,3,0,0.5,-2.04,4.07,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1941,Southern,3,4,2,0.444,2,3,2,0.429,-9.55,-4.55,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1940,Southern,5,4,0,0.556,4,3,0,0.571,0.57,-5.21,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1939,Southern,5,4,0,0.556,3,3,0,0.5,2.42,-2.7,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1938,Southern,2,7,1,0.25,0,4,1,0.1,-11.28,-3.18,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1937,Southern,4,3,2,0.556,1,2,2,0.4,0.74,-4.93,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1936,Southern,7,2,0,0.778,4,1,0,0.8,2.09,-4.03,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1935,Ind,8,1,0,0.889,0,0,0,0,9.35,-4.43,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1934,Ind,5,4,0,0.556,0,0,0,0,-4.94,-5.05,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1933,Ind,6,1,2,0.778,0,0,0,0,3.7,-4.3,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1928,Ind,5,4,0,0.556,0,0,0,0,-3.11,-5.89,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1927,Ind,10,1,0,0.909,0,0,0,0,9.86,-4.87,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1926,Ind,8,1,1,0.85,0,0,0,0,6.91,-3.39,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1925,Ind,7,3,0,0.7,0,0,0,0,6.76,2.16,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1924,Ind,5,5,0,0.5,0,0,0,0,-5.43,-0.63,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1923,Ind,10,1,0,0.909,0,0,0,0,13.74,-2.08,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1922,Ind,8,3,0,0.727,0,0,0,0,6.92,-3.44,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1921,Ind,7,2,1,0.75,0,0,0,0,12.95,2.25,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1920,Ind,9,1,0,0.9,0,0,0,0,11,-5.6,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1919,Ind,6,2,1,0.722,0,0,0,0,3.57,-1.09,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1918,Ind,3,5,1,0.389,0,0,0,0,-6.52,-3.63,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1917,Ind,3,5,0,0.375,0,0,0,0,-5.66,2.47,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1916,Ind,4,5,0,0.444,0,0,0,0,-5.75,-4.31,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
furman,1915,Ind,5,3,0,0.625,0,0,0,0,-2.27,-6.89,Unranked,Unranked,Unranked,Unranked,Unranked,W.B. Bible (5-3),,,
furman,1902,Ind,4,3,4,0.545,0,0,0,0,-5.22,-4.4,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
george-washington,1966,Southern,4,6,0,0.4,4,3,0,0.571,-12.03,-10.03,Unranked,Unranked,Unranked,Unranked,Unranked,Jim Camp (4-6),,,
george-washington,1965,Southern,5,5,0,0.5,4,3,0,0.571,-6.28,-8.98,Unranked,Unranked,Unranked,Unranked,Unranked,Jim Camp (5-5),,,
george-washington,1964,Southern,5,4,0,0.556,3,2,0,0.6,-3.76,-6.65,Unranked,Unranked,Unranked,Unranked,Unranked,Jim Camp (5-4),,,
george-washington,1963,Southern,2,7,0,0.222,1,5,0,0.167,-12.72,-7.5,Unranked,Unranked,Unranked,Unranked,Unranked,Jim Camp (2-7),,,
george-washington,1962,Southern,3,7,0,0.3,1,5,0,0.167,-9.82,-3.82,Unranked,Unranked,Unranked,Unranked,Unranked,Jim Camp (3-7),,,
george-washington,1961,Southern,3,6,0,0.333,3,4,0,0.429,-5.07,-5.18,Unranked,Unranked,Unranked,Unranked,Unranked,Jim Camp (3-6),,,
george-washington,1960,Southern,5,3,1,0.611,4,2,0,0.667,-3.39,-5.28,Unranked,Unranked,Unranked,Unranked,Unranked,William Elias (5-3-1),,,
george-washington,1959,Southern,1,8,0,0.111,0,5,0,0,-19.85,-5.41,Unranked,Unranked,Unranked,Unranked,Unranked,Bo Sherman (1-8),,,
george-washington,1958,Southern,3,5,0,0.375,3,2,0,0.6,-15.85,-6.97,Unranked,Unranked,Unranked,Unranked,Unranked,Bo Sherman (3-5),,,
george-washington,1957,Southern,2,7,0,0.222,1,5,0,0.167,-7.8,-2.02,Unranked,Unranked,Unranked,Unranked,Unranked,Bo Sherman (2-7),,,
george-washington,1956,Southern,8,1,1,0.85,5,1,0,0.833,2.77,-7.04,Unranked,14,17,Unranked,Unranked,Bo Sherman (8-1-1),Sun Bowl (W),Sun Bowl (Win),
george-washington,1955,Southern,5,4,0,0.556,3,2,0,0.6,-1.68,-3.57,Unranked,Unranked,Unranked,Unranked,Unranked,Bo Sherman (5-4),,,
george-washington,1954,Southern,1,7,1,0.167,0,4,1,0.1,-6.51,0.83,Unranked,Unranked,Unranked,Unranked,Unranked,Bo Sherman (1-7-1),,,
george-washington,1953,Southern,5,4,0,0.556,4,2,0,0.667,-6.14,-9.47,Unranked,Unranked,Unranked,Unranked,Unranked,Bo Sherman (5-4),,,
george-washington,1952,Southern,6,2,1,0.722,5,1,1,0.786,-5.15,-10.71,Unranked,Unranked,Unranked,Unranked,Unranked,Bo Sherman (6-2-1),,,
george-washington,1951,Southern,2,6,1,0.278,2,3,1,0.417,-6.53,2.59,Unranked,Unranked,Unranked,Unranked,Unranked,Bo Rowland (2-6-1),,,
george-washington,1950,Southern,5,4,0,0.556,4,3,0,0.571,-3.12,-4.56,Unranked,Unranked,Unranked,Unranked,Unranked,Bo Rowland (5-4),,,
george-washington,1949,Southern,4,5,0,0.444,2,3,0,0.4,-5.95,-2.5,Unranked,Unranked,Unranked,Unranked,Unranked,Bo Rowland (4-5),,,
george-washington,1948,Southern,4,6,0,0.4,2,4,0,0.333,-9.51,-2.41,Unranked,Unranked,Unranked,Unranked,Unranked,Bo Rowland (4-6),,,
george-washington,1947,Southern,1,7,1,0.167,0,4,0,0,-15.37,-5.59,Unranked,Unranked,Unranked,Unranked,Unranked,Skip Stahley (1-7-1),,,
george-washington,1946,Southern,4,3,0,0.571,1,1,0,0.5,-1.68,-4.54,Unranked,Unranked,Unranked,Unranked,Unranked,Skip Stahley (4-3),,,
george-washington,1942,Southern,3,6,0,0.333,2,4,0,0.333,-7.12,-1.12,Unranked,Unranked,Unranked,Unranked,Unranked,John Baker (3-6),,,
george-washington,1941,Southern,1,7,1,0.167,0,4,1,0.1,-16.74,-5.19,Unranked,Unranked,Unranked,Unranked,Unranked,Bill Reinhard (1-7-1),,,
george-washington,1940,Ind,5,3,1,0.611,0,0,0,0,-3.64,-3.87,Unranked,Unranked,Unranked,Unranked,Unranked,Bill Reinhard (5-3-1),,,
george-washington,1939,Ind,5,3,0,0.625,0,0,0,0,0.65,-3.35,Unranked,Unranked,Unranked,Unranked,Unranked,Bill Reinhard (5-3),,,
george-washington,1938,Ind,5,4,0,0.556,0,0,0,0,-3.26,-3.26,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
george-washington,1937,Ind,3,4,1,0.438,0,0,0,0,0.26,2.26,Unranked,Unranked,Unranked,Unranked,Unranked,James Pixlee (3-4-1),,,
george-washington,1936,Ind,7,1,1,0.833,0,0,0,0,8.38,-2.73,Unranked,Unranked,Unranked,Unranked,Unranked,James Pixlee (7-1-1),,,
george-washington,1935,Ind,6,3,0,0.667,0,0,0,0,0.76,-2.9,Unranked,Unranked,Unranked,Unranked,Unranked,James Pixlee (6-3),,,
george-washington,1934,Ind,6,3,1,0.65,0,0,0,0,4.98,-0.82,Unranked,Unranked,Unranked,Unranked,Unranked,James Pixlee (6-3-1),,,
george-washington,1933,Ind,5,3,1,0.611,0,0,0,0,6.43,-0.46,Unranked,Unranked,Unranked,Unranked,Unranked,James Pixlee (5-3-1),,,
george-washington,1932,Ind,6,2,1,0.722,0,0,0,0,3.08,-4.81,Unranked,Unranked,Unranked,Unranked,Unranked,James Pixlee (6-2-1),,,
george-washington,1908,Ind,8,1,1,0.85,0,0,0,0,10.11,-4.79,Unranked,Unranked,Unranked,Unranked,Unranked,Fred Neilson (8-1-1),,,
georgetown,1950,Ind,2,7,0,0.222,0,0,0,0,-6.89,1.22,Unranked,Unranked,Unranked,Unranked,Unranked,Bob Margarita (2-7),,,
georgetown,1949,Ind,5,5,0,0.5,0,0,0,0,-5.82,-1.22,Unranked,Unranked,Unranked,Unranked,Unranked,Bob Margarita (5-5),Sun Bowl (L),Sun Bowl (Loss),
georgetown,1948,Ind,3,4,1,0.438,0,0,0,0,-6.47,-5.09,Unranked,Unranked,Unranked,Unranked,Unranked,Jack Hagerty (3-4-1),,,
georgetown,1947,Ind,3,4,1,0.438,0,0,0,0,-5.42,-6.55,Unranked,Unranked,Unranked,Unranked,Unranked,Jack Hagerty (3-4-1),,,
georgetown,1946,Ind,5,3,0,0.625,0,0,0,0,0.04,-2.46,Unranked,Unranked,Unranked,Unranked,Unranked,Jack Hagerty (5-3),,,
georgetown,1942,Ind,5,3,1,0.611,0,0,0,0,2.14,1.7,Unranked,Unranked,Unranked,Unranked,Unranked,Jack Hagerty (5-3-1),,,
georgetown,1941,Ind,5,4,0,0.556,0,0,0,0,1.62,-3.5,Unranked,Unranked,Unranked,Unranked,Unranked,Jack Hagerty (5-4),,,
georgetown,1940,Ind,8,2,0,0.8,0,0,0,0,11.82,-2.18,Unranked,9,13,Unranked,Unranked,Jack Hagerty (8-2),Orange Bowl (L),Orange Bowl (Loss),
georgetown,1939,Ind,7,0,1,0.938,0,0,0,0,9.04,-2.58,Unranked,16,Unranked,Unranked,Unranked,Jack Hagerty (7-0-1),,,
georgetown,1938,Ind,8,0,0,1,0,0,0,0,7.33,-8.42,Unranked,20,Unranked,Unranked,Unranked,Jack Hagerty (8-0),,,
georgetown,1937,Ind,2,4,2,0.375,0,0,0,0,-2.89,-1.01,Unranked,Unranked,Unranked,Unranked,Unranked,Jack Hagerty (2-4-2),,,
georgetown,1936,Ind,6,2,1,0.722,0,0,0,0,5.86,-3.59,Unranked,Unranked,Unranked,Unranked,Unranked,Jack Hagerty (6-2-1),,,
georgetown,1935,Ind,4,4,0,0.5,0,0,0,0,-4.56,-7.19,Unranked,Unranked,Unranked,Unranked,Unranked,Jack Hagerty (4-4),,,
georgetown,1934,Ind,4,3,1,0.563,0,0,0,0,-3.25,-6.88,Unranked,Unranked,Unranked,Unranked,Unranked,Jack Hagerty (4-3-1),,,
georgetown,1933,Ind,1,6,1,0.188,0,0,0,0,-15.95,-7.7,Unranked,Unranked,Unranked,Unranked,Unranked,Jack Hagerty (1-6-1),,,
georgetown,1932,Ind,2,6,1,0.278,0,0,0,0,-11.86,-4.19,Unranked,Unranked,Unranked,Unranked,Unranked,"Jack Hagerty (2-6-1), Tommy Mills (2-6-1)",,,
georgetown,1931,Ind,4,5,1,0.45,0,0,0,0,-1.12,-1.02,Unranked,Unranked,Unranked,Unranked,Unranked,Tommy Mills (4-5-1),,,
georgetown,1930,Ind,5,5,0,0.5,0,0,0,0,-2.65,-3.35,Unranked,Unranked,Unranked,Unranked,Unranked,Tommy Mills (5-5),,,
georgetown,1929,Ind,5,2,2,0.667,0,0,0,0,4.35,-4.54,Unranked,Unranked,Unranked,Unranked,Unranked,Lou Little (5-2-2),,,
georgetown,1928,Ind,8,2,0,0.8,0,0,0,0,12.74,0.14,Unranked,Unranked,Unranked,Unranked,Unranked,Lou Little (8-2),,,
georgetown,1927,Ind,8,1,0,0.889,0,0,0,0,12.62,-7.27,Unranked,Unranked,Unranked,Unranked,Unranked,Lou Little (8-1),,,
georgetown,1919,Ind,7,3,0,0.7,0,0,0,0,9.67,-0.63,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
georgetown,1917,Ind,7,1,0,0.875,0,0,0,0,13.3,0.05,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
georgetown,1916,Ind,8,1,0,0.889,0,0,0,0,15.04,-3.96,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
georgetown,1915,Ind,7,2,0,0.778,0,0,0,0,13.1,-1.35,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
georgetown,1914,Ind,2,4,2,0.375,0,0,0,0,-0.22,2.91,Unranked,Unranked,Unranked,Unranked,Unranked,,,,
georgetown,1913,Ind,4,4,0,0.5,0,0,0,0,2.19,3.19,Unranked,Unranked,Unranked,Unranked,Unranked,Frank Gargan (4-4),,,
georgetown,1912,Ind,8,1,0,0.889,0,0,0,0,15.03,-2.08,Unranked,Unranked,Unranked,Unranked,Unranked,Frank Gargan (8-1),,,
georgetown,1911,Ind,7,1,1,0.833,0,0,0,0,11.05,-2.95,Unranked,Unranked,Unranked,Unranked,Unranked,Fred Neilson (7-1-1),,,
georgetown,1910,Ind,6,1,1,0.813,0,0,0,0,9.98,0.85,Unranked,Unranked,Unranked,Unranked,Unranked,Fred Neilson (6-1-1),,,
georgetown,1909,Ind,3,2,1,0.583,0,0,0,0,0.05,-3.28,Unranked,Unranked,Unranked,Unranked,Unranked,William Newman (3-2-1),,,
georgetown,1908,Ind,2,4,1,0.357,0,0,0,0,-2.58,-1.15,Unranked,Unranked,Unranked,Unranked,Unranked,Joe Reilly (2-4-1),,,
georgetown,1905,Ind,2,7,0,0.222,0,0,0,0,-12.45,1.77,Unranked,Unranked,Unranked,Unranked,Unranked,Joe Reilly (2-7),,,
georgetown,1904,Ind,7,1,0,0.875,0,0,0,0,15.9,1.15,Unranked,Unranked,Unranked,Unranked,Unranked,Joe Reilly (7-1),,,
georgetown,1903,Ind,7,3,0,0.7,0,0,0,0,10.38,-1.02,Unranked,Unranked,Unranked,Unranked,Unranked,Phil King (7-3),,,
georgetown,1902,Ind,7,3,0,0.7,0,0,0,0,0.42,-2.68,Unranked,Unranked,Unranked,Unranked,Unranked,Herman Sutter (7-3),,,
georgia,2023,SEC,13,1,0,0.929,8,1,0,0.889,20,3.21,1,1,4,1,5,Kirby Smart (13-1),Orange Bowl,Win,
georgia,2022,SEC,15,0,0,1,8,0,0,1,25.48,6.28,3,1,1,1,1,Kirby Smart (15-0),Peach Bowl,Win,"National Championships: AP, CFP"
georgia,2021,SEC,14,1,0,0.933,8,0,0,1,24.62,5.62,5,1,1,1,3,Kirby Smart (14-1),Orange Bowl,Win,"National Championships: AP, CFP"
georgia,2020,SEC,8,2,0,0.8,7,2,0,0.778,19.33,8.53,4,3,7,8,9,Kirby Smart (8-2),Peach Bowl,Win,
georgia,2019,SEC,12,2,0,0.857,7,1,0,0.875,17.64,5.21,3,3,4,4,5,Kirby Smart (12-2),Sugar Bowl,Win,
georgia,2018,SEC,11,3,0,0.786,7,1,0,0.875,20.69,6.33,3,2,7,4,5,Kirby Smart (11-3),Sugar Bowl,Loss,
georgia,2017,SEC,13,2,0,0.867,7,1,0,0.875,22.47,7.01,15,2,2,1,3,Kirby Smart (13-2),Rose Bowl,Loss,
georgia,2016,SEC,8,5,0,0.615,4,4,0,0.5,3.64,2.57,18,9,Unranked,Unranked,Unranked,Kirby Smart (8-5),Liberty Bowl,Win,
georgia,2015,SEC,10,3,0,0.769,5,3,0,0.625,8.98,1.83,9,7,Unranked,Unranked,Unranked,"Mark Richt (9-3), Bryan McClendon (1-0)",TaxSlayer Bowl,Win,
georgia,2014,SEC,10,3,0,0.769,6,2,0,0.75,18.84,5.07,12,6,9,9,13,Mark Richt (10-3),Belk Bowl,Win,
georgia,2013,SEC,8,5,0,0.615,5,3,0,0.625,12.82,7.59,5,5,Unranked,Unranked,Unranked,Mark Richt (8-5),Gator Bowl,Loss,
georgia,2012,SEC,12,2,0,0.857,7,1,0,0.875,17.93,4.21,6,3,5,Unranked,Unranked,Mark Richt (12-2),Capital One Bowl,Win,
georgia,2011,SEC,10,4,0,0.714,7,1,0,0.875,10.67,4.02,19,12,19,Unranked,Unranked,Mark Richt (10-4),Outback Bowl,Loss,
georgia,2010,SEC,6,7,0,0.462,3,5,0,0.375,6.35,2.65,23,22,Unranked,Unranked,Unranked,Mark Richt (6-7),Liberty Bowl,Loss,
georgia,2009,SEC,8,5,0,0.615,4,4,0,0.5,9.06,6.36,13,13,Unranked,Unranked,Unranked,Mark Richt (8-5),Independence Bowl,Win,
georgia,2008,SEC,10,3,0,0.769,6,2,0,0.75,11.6,4.52,1,1,13,Unranked,Unranked,Mark Richt (10-3),Capital One Bowl,Win,
georgia,2007,SEC,11,2,0,0.846,6,2,0,0.75,17.2,5.66,13,2,2,Unranked,Unranked,Mark Richt (11-2),Sugar Bowl,Win,
georgia,2006,SEC,9,4,0,0.692,4,4,0,0.5,10.21,3.75,15,9,23,Unranked,Unranked,Mark Richt (9-4),Chick-fil-A Bowl,Win,
georgia,2005,SEC,10,3,0,0.769,6,2,0,0.75,13.75,3.36,13,4,10,Unranked,Unranked,Mark Richt (10-3),Sugar Bowl,Loss,
georgia,2004,SEC,10,2,0,0.833,6,2,0,0.75,12.66,3.33,3,3,7,Unranked,Unranked,Mark Richt (10-2),Outback Bowl,Win,
georgia,2003,SEC,11,3,0,0.786,6,2,0,0.75,17.46,6.11,11,4,7,Unranked,Unranked,Mark Richt (11-3),Capital One Bowl,Win,
georgia,2002,SEC,13,1,0,0.929,7,1,0,0.875,18.18,3.96,8,3,3,Unranked,Unranked,Mark Richt (13-1),Sugar Bowl,Win,
georgia,2001,SEC,8,4,0,0.667,5,3,0,0.625,11.51,3.6,Unranked,15,22,Unranked,Unranked,Mark Richt (8-4),Music City Bowl,Loss,
georgia,2000,SEC,8,4,0,0.667,5,3,0,0.625,9.97,1.8,10,9,20,Unranked,Unranked,Jim Donnan (8-4),Oahu Classic,Win,
georgia,1999,SEC,8,4,0,0.667,5,3,0,0.625,7.33,4.41,14,10,16,Unranked,Unranked,Jim Donnan (8-4),Outback Bowl,Win,
georgia,1998,SEC,9,3,0,0.75,6,2,0,0.75,7.51,2.68,19,7,14,Unranked,Unranked,Jim Donnan (9-3),Peach Bowl,Win,
georgia,1997,SEC,10,2,0,0.833,6,2,0,0.75,17.42,5.59,Unranked,7,10,Unranked,Unranked,Jim Donnan (10-2),Outback Bowl,Win,
georgia,1996,SEC,5,6,0,0.455,3,5,0,0.375,4.83,6.01,Unranked,Unranked,Unranked,Unranked,Unranked,Jim Donnan (5-6),,,
georgia,1995,SEC,6,6,0,0.5,3,5,0,0.375,4.94,4.94,Unranked,20,Unranked,Unranked,Unranked,Ray Goff (6-6),Peach Bowl,Loss,
georgia,1994,SEC,6,4,1,0.591,3,4,1,0.438,6.99,4.17,Unranked,23,Unranked,Unranked,Unranked,Ray Goff (6-4-1),,,
georgia,1993,SEC,5,6,0,0.455,2,6,0,0.25,6.01,4.65,13,13,Unranked,Unranked,Unranked,Ray Goff (5-6),,,
georgia,1992,SEC,10,2,0,0.833,6,2,0,0.75,14.26,0.42,14,7,8,Unranked,Unranked,Ray Goff (10-2),Citrus Bowl,Win,
georgia,1991,SEC,9,3,0,0.75,4,3,0,0.571,9.38,1.04,Unranked,17,17,Unranked,Unranked,Ray Goff (9-3),Independence Bowl,Win,
georgia,1990,SEC,4,7,0,0.364,2,5,0,0.286,-3.6,4.22,Unranked,Unranked,Unranked,Unranked,Unranked,Ray Goff (4-7),,,
georgia,1989,SEC,6,6,0,0.5,4,3,0,0.571,7.01,4.17,Unranked,23,Unranked,Unranked,Unranked,Ray Goff (6-6),Peach Bowl,Loss,
georgia,1988,SEC,9,3,0,0.75,5,2,0,0.714,11.19,0.35,12,6,15,Unranked,Unranked,Vince Dooley (9-3),Gator Bowl,Win,
georgia,1987,SEC,9,3,0,0.75,4,2,0,0.667,14.29,6.71,20,8,13,Unranked,Unranked,Vince Dooley (9-3),Liberty Bowl,Win,
georgia,1986,SEC,8,4,0,0.667,4,2,0,0.667,9.62,3.29,16,14,Unranked,Unranked,Unranked,Vince Dooley (8-4),Hall of Fame Bowl,Loss,
georgia,1985,SEC,7,3,2,0.667,3,2,1,0.583,13.58,6.17,Unranked,12,Unranked,Unranked,Unranked,Vince Dooley (7-3-2),Sun Bowl,Tie,
georgia,1984,SEC,7,4,1,0.625,4,2,0,0.667,10.26,7.59,Unranked,8,Unranked,Unranked,Unranked,Vince Dooley (7-4-1),Citrus Bowl,Tie,
georgia,1983,SEC,10,1,1,0.875,5,1,0,0.833,19.19,8.53,15,4,4,Unranked,Unranked,Vince Dooley (10-1-1),Cotton Bowl,Win,
georgia,1982,SEC,11,1,0,0.917,6,0,0,1,18.68,5.76,7,1,4,Unranked,Unranked,Vince Dooley (11-1),Sugar Bowl,Loss,
georgia,1981,SEC,10,2,0,0.833,6,0,0,1,21.43,6.43,10,2,6,Unranked,Unranked,Vince Dooley (10-2),Sugar Bowl,Loss,
